"Time (CET/CEST)","BZN|BE > BZN|GB [MW]","BZN|GB > BZN|BE [MW]"
"01.01.2021 22:30 - 01.01.2021 22:45","1023","0"
"01.01.2021 22:45 - 01.01.2021 23:00","1024","0"
"01.01.2021 23:00 - 01.01.2021 23:15","1024","0"
"01.01.2021 23:15 - 01.01.2021 23:30","1023","0"
"01.01.2021 23:30 - 01.01.2021 23:45","1024","0"
"01.01.2021 23:45 - 02.01.2021 00:00","1023","0"
"02.01.2021 00:00 - 02.01.2021 00:15","1023","0"
"02.01.2021 00:15 - 02.01.2021 00:30","1023","0"
"02.01.2021 00:30 - 02.01.2021 00:45","1023","0"
"02.01.2021 00:45 - 02.01.2021 01:00","1023","0"
"02.01.2021 01:00 - 02.01.2021 01:15","1023","0"
"02.01.2021 01:15 - 02.01.2021 01:30","1023","0"
"02.01.2021 01:30 - 02.01.2021 01:45","1023","0"
"02.01.2021 01:45 - 02.01.2021 02:00","1023","0"
"02.01.2021 02:00 - 02.01.2021 02:15","973","0"
"02.01.2021 02:15 - 02.01.2021 02:30","972","0"
"02.01.2021 02:30 - 02.01.2021 02:45","972","0"
"02.01.2021 02:45 - 02.01.2021 03:00","973","0"
"02.01.2021 03:00 - 02.01.2021 03:15","972","0"
"02.01.2021 03:15 - 02.01.2021 03:30","972","0"
"02.01.2021 03:30 - 02.01.2021 03:45","972","0"
"02.01.2021 03:45 - 02.01.2021 04:00","972","0"
"02.01.2021 04:00 - 02.01.2021 04:15","972","0"
"02.01.2021 04:15 - 02.01.2021 04:30","972","0"
"02.01.2021 04:30 - 02.01.2021 04:45","972","0"
"02.01.2021 04:45 - 02.01.2021 05:00","972","0"
"02.01.2021 05:00 - 02.01.2021 05:15","895","0"
"02.01.2021 05:15 - 02.01.2021 05:30","895","0"
"02.01.2021 05:30 - 02.01.2021 05:45","895","0"
"02.01.2021 05:45 - 02.01.2021 06:00","895","0"
"02.01.2021 06:00 - 02.01.2021 06:15","973","0"
"02.01.2021 06:15 - 02.01.2021 06:30","973","0"
"02.01.2021 06:30 - 02.01.2021 06:45","973","0"
"02.01.2021 06:45 - 02.01.2021 07:00","973","0"
"02.01.2021 07:00 - 02.01.2021 07:15","973","0"
"02.01.2021 07:15 - 02.01.2021 07:30","973","0"
"02.01.2021 07:30 - 02.01.2021 07:45","973","0"
"02.01.2021 07:45 - 02.01.2021 08:00","974","0"
"02.01.2021 08:00 - 02.01.2021 08:15","1023","0"
"02.01.2021 08:15 - 02.01.2021 08:30","1023","0"
"02.01.2021 08:30 - 02.01.2021 08:45","1023","0"
"02.01.2021 08:45 - 02.01.2021 09:00","1023","0"
"02.01.2021 09:00 - 02.01.2021 09:15","1023","0"
"02.01.2021 09:15 - 02.01.2021 09:30","1023","0"
"02.01.2021 09:30 - 02.01.2021 09:45","1023","0"
"02.01.2021 09:45 - 02.01.2021 10:00","1023","0"
"02.01.2021 10:00 - 02.01.2021 10:15","1023","0"
"02.01.2021 10:15 - 02.01.2021 10:30","1023","0"
"02.01.2021 10:30 - 02.01.2021 10:45","1023","0"
"02.01.2021 10:45 - 02.01.2021 11:00","1023","0"
"02.01.2021 11:00 - 02.01.2021 11:15","1023","0"
"02.01.2021 11:15 - 02.01.2021 11:30","1023","0"
"02.01.2021 11:30 - 02.01.2021 11:45","1023","0"
"02.01.2021 11:45 - 02.01.2021 12:00","1015","0"
"02.01.2021 12:00 - 02.01.2021 12:15","725","0"
"02.01.2021 12:15 - 02.01.2021 12:30","718","0"
"02.01.2021 12:30 - 02.01.2021 12:45","718","0"
"02.01.2021 12:45 - 02.01.2021 13:00","725","0"
"02.01.2021 13:00 - 02.01.2021 13:15","1015","0"
"02.01.2021 13:15 - 02.01.2021 13:30","1023","0"
"02.01.2021 13:30 - 02.01.2021 13:45","1023","0"
"02.01.2021 13:45 - 02.01.2021 14:00","1023","0"
"02.01.2021 14:00 - 02.01.2021 14:15","1023","0"
"02.01.2021 14:15 - 02.01.2021 14:30","1023","0"
"02.01.2021 14:30 - 02.01.2021 14:45","1023","0"
"02.01.2021 14:45 - 02.01.2021 15:00","1023","0"
"02.01.2021 15:00 - 02.01.2021 15:15","1023","0"
"02.01.2021 15:15 - 02.01.2021 15:30","1023","0"
"02.01.2021 15:30 - 02.01.2021 15:45","1023","0"
"02.01.2021 15:45 - 02.01.2021 16:00","1012","0"
"02.01.2021 16:00 - 02.01.2021 16:15","668","0"
"02.01.2021 16:15 - 02.01.2021 16:30","657","0"
"02.01.2021 16:30 - 02.01.2021 16:45","657","0"
"02.01.2021 16:45 - 02.01.2021 17:00","669","0"
"02.01.2021 17:00 - 02.01.2021 17:15","1032","0"
"02.01.2021 17:15 - 02.01.2021 17:30","1044","0"
"02.01.2021 17:30 - 02.01.2021 17:45","1044","0"
"02.01.2021 17:45 - 02.01.2021 18:00","1044","0"
"02.01.2021 18:00 - 02.01.2021 18:15","1044","0"
"02.01.2021 18:15 - 02.01.2021 18:30","1044","0"
"02.01.2021 18:30 - 02.01.2021 18:45","1044","0"
"02.01.2021 18:45 - 02.01.2021 19:00","1044","0"
"02.01.2021 19:00 - 02.01.2021 19:15","1044","0"
"02.01.2021 19:15 - 02.01.2021 19:30","1044","0"
"02.01.2021 19:30 - 02.01.2021 19:45","1044","0"
"02.01.2021 19:45 - 02.01.2021 20:00","1044","0"
"02.01.2021 20:00 - 02.01.2021 20:15","1044","0"
"02.01.2021 20:15 - 02.01.2021 20:30","1044","0"
"02.01.2021 20:30 - 02.01.2021 20:45","1044","0"
"02.01.2021 20:45 - 02.01.2021 21:00","1044","0"
"02.01.2021 21:00 - 02.01.2021 21:15","1044","0"
"02.01.2021 21:15 - 02.01.2021 21:30","1044","0"
"02.01.2021 21:30 - 02.01.2021 21:45","1044","0"
"02.01.2021 21:45 - 02.01.2021 22:00","1044","0"
"02.01.2021 22:00 - 02.01.2021 22:15","1023","0"
"02.01.2021 22:15 - 02.01.2021 22:30","1023","0"
"02.01.2021 22:30 - 02.01.2021 22:45","1023","0"
"02.01.2021 22:45 - 02.01.2021 23:00","1023","0"
"02.01.2021 23:00 - 02.01.2021 23:15","1023","0"
"02.01.2021 23:15 - 02.01.2021 23:30","1023","0"
"02.01.2021 23:30 - 02.01.2021 23:45","1023","0"
"02.01.2021 23:45 - 03.01.2021 00:00","1023","0"
"03.01.2021 00:00 - 03.01.2021 00:15","1023","0"
"03.01.2021 00:15 - 03.01.2021 00:30","1023","0"
"03.01.2021 00:30 - 03.01.2021 00:45","1023","0"
"03.01.2021 00:45 - 03.01.2021 01:00","1023","0"
"03.01.2021 01:00 - 03.01.2021 01:15","1023","0"
"03.01.2021 01:15 - 03.01.2021 01:30","1023","0"
"03.01.2021 01:30 - 03.01.2021 01:45","1023","0"
"03.01.2021 01:45 - 03.01.2021 02:00","1023","0"
"03.01.2021 02:00 - 03.01.2021 02:15","974","0"
"03.01.2021 02:15 - 03.01.2021 02:30","973","0"
"03.01.2021 02:30 - 03.01.2021 02:45","973","0"
"03.01.2021 02:45 - 03.01.2021 03:00","973","0"
"03.01.2021 03:00 - 03.01.2021 03:15","973","0"
"03.01.2021 03:15 - 03.01.2021 03:30","973","0"
"03.01.2021 03:30 - 03.01.2021 03:45","973","0"
"03.01.2021 03:45 - 03.01.2021 04:00","973","0"
"03.01.2021 04:00 - 03.01.2021 04:15","973","0"
"03.01.2021 04:15 - 03.01.2021 04:30","973","0"
"03.01.2021 04:30 - 03.01.2021 04:45","973","0"
"03.01.2021 04:45 - 03.01.2021 05:00","973","0"
"03.01.2021 05:00 - 03.01.2021 05:15","923","0"
"03.01.2021 05:15 - 03.01.2021 05:30","922","0"
"03.01.2021 05:30 - 03.01.2021 05:45","923","0"
"03.01.2021 05:45 - 03.01.2021 06:00","922","0"
"03.01.2021 06:00 - 03.01.2021 06:15","821","0"
"03.01.2021 06:15 - 03.01.2021 06:30","820","0"
"03.01.2021 06:30 - 03.01.2021 06:45","820","0"
"03.01.2021 06:45 - 03.01.2021 07:00","822","0"
"03.01.2021 07:00 - 03.01.2021 07:15","971","0"
"03.01.2021 07:15 - 03.01.2021 07:30","973","0"
"03.01.2021 07:30 - 03.01.2021 07:45","973","0"
"03.01.2021 07:45 - 03.01.2021 08:00","973","0"
"03.01.2021 08:00 - 03.01.2021 08:15","991","0"
"03.01.2021 08:15 - 03.01.2021 08:30","991","0"
"03.01.2021 08:30 - 03.01.2021 08:45","991","0"
"03.01.2021 08:45 - 03.01.2021 09:00","991","0"
"03.01.2021 09:00 - 03.01.2021 09:15","1023","0"
"03.01.2021 09:15 - 03.01.2021 09:30","1023","0"
"03.01.2021 09:30 - 03.01.2021 09:45","1023","0"
"03.01.2021 09:45 - 03.01.2021 10:00","1023","0"
"03.01.2021 10:00 - 03.01.2021 10:15","973","0"
"03.01.2021 10:15 - 03.01.2021 10:30","972","0"
"03.01.2021 10:30 - 03.01.2021 10:45","972","0"
"03.01.2021 10:45 - 03.01.2021 11:00","972","0"
"03.01.2021 11:00 - 03.01.2021 11:15","972","0"
"03.01.2021 11:15 - 03.01.2021 11:30","972","0"
"03.01.2021 11:30 - 03.01.2021 11:45","972","0"
"03.01.2021 11:45 - 03.01.2021 12:00","972","0"
"03.01.2021 12:00 - 03.01.2021 12:15","941","0"
"03.01.2021 12:15 - 03.01.2021 12:30","941","0"
"03.01.2021 12:30 - 03.01.2021 12:45","941","0"
"03.01.2021 12:45 - 03.01.2021 13:00","942","0"
"03.01.2021 13:00 - 03.01.2021 13:15","1009","0"
"03.01.2021 13:15 - 03.01.2021 13:30","1009","0"
"03.01.2021 13:30 - 03.01.2021 13:45","1009","0"
"03.01.2021 13:45 - 03.01.2021 14:00","1010","0"
"03.01.2021 14:00 - 03.01.2021 14:15","1023","0"
"03.01.2021 14:15 - 03.01.2021 14:30","1023","0"
"03.01.2021 14:30 - 03.01.2021 14:45","1023","0"
"03.01.2021 14:45 - 03.01.2021 15:00","1023","0"
"03.01.2021 15:00 - 03.01.2021 15:15","992","0"
"03.01.2021 15:15 - 03.01.2021 15:30","992","0"
"03.01.2021 15:30 - 03.01.2021 15:45","992","0"
"03.01.2021 15:45 - 03.01.2021 16:00","992","0"
"03.01.2021 16:00 - 03.01.2021 16:15","994","0"
"03.01.2021 16:15 - 03.01.2021 16:30","994","0"
"03.01.2021 16:30 - 03.01.2021 16:45","994","0"
"03.01.2021 16:45 - 03.01.2021 17:00","994","0"
"03.01.2021 17:00 - 03.01.2021 17:15","1043","0"
"03.01.2021 17:15 - 03.01.2021 17:30","1044","0"
"03.01.2021 17:30 - 03.01.2021 17:45","1044","0"
"03.01.2021 17:45 - 03.01.2021 18:00","1044","0"
"03.01.2021 18:00 - 03.01.2021 18:15","1044","0"
"03.01.2021 18:15 - 03.01.2021 18:30","1044","0"
"03.01.2021 18:30 - 03.01.2021 18:45","1044","0"
"03.01.2021 18:45 - 03.01.2021 19:00","1044","0"
"03.01.2021 19:00 - 03.01.2021 19:15","1044","0"
"03.01.2021 19:15 - 03.01.2021 19:30","1044","0"
"03.01.2021 19:30 - 03.01.2021 19:45","1044","0"
"03.01.2021 19:45 - 03.01.2021 20:00","1044","0"
"03.01.2021 20:00 - 03.01.2021 20:15","1044","0"
"03.01.2021 20:15 - 03.01.2021 20:30","1044","0"
"03.01.2021 20:30 - 03.01.2021 20:45","1044","0"
"03.01.2021 20:45 - 03.01.2021 21:00","1044","0"
"03.01.2021 21:00 - 03.01.2021 21:15","1044","0"
"03.01.2021 21:15 - 03.01.2021 21:30","1044","0"
"03.01.2021 21:30 - 03.01.2021 21:45","1044","0"
"03.01.2021 21:45 - 03.01.2021 22:00","1044","0"
"03.01.2021 22:00 - 03.01.2021 22:15","1023","0"
"03.01.2021 22:15 - 03.01.2021 22:30","1023","0"
"03.01.2021 22:30 - 03.01.2021 22:45","1023","0"
"03.01.2021 22:45 - 03.01.2021 23:00","1023","0"
"03.01.2021 23:00 - 03.01.2021 23:15","921","0"
"03.01.2021 23:15 - 03.01.2021 23:30","921","0"
"03.01.2021 23:30 - 03.01.2021 23:45","921","0"
"03.01.2021 23:45 - 04.01.2021 00:00","920","0"
"04.01.2021 00:00 - 04.01.2021 00:15","822","0"
"04.01.2021 00:15 - 04.01.2021 00:30","822","0"
"04.01.2021 00:30 - 04.01.2021 00:45","822","0"
"04.01.2021 00:45 - 04.01.2021 01:00","822","0"
"04.01.2021 01:00 - 04.01.2021 01:15","822","0"
"04.01.2021 01:15 - 04.01.2021 01:30","822","0"
"04.01.2021 01:30 - 04.01.2021 01:45","822","0"
"04.01.2021 01:45 - 04.01.2021 02:00","822","0"
"04.01.2021 02:00 - 04.01.2021 02:15","822","0"
"04.01.2021 02:15 - 04.01.2021 02:30","822","0"
"04.01.2021 02:30 - 04.01.2021 02:45","822","0"
"04.01.2021 02:45 - 04.01.2021 03:00","822","0"
"04.01.2021 03:00 - 04.01.2021 03:15","822","0"
"04.01.2021 03:15 - 04.01.2021 03:30","822","0"
"04.01.2021 03:30 - 04.01.2021 03:45","822","0"
"04.01.2021 03:45 - 04.01.2021 04:00","822","0"
"04.01.2021 04:00 - 04.01.2021 04:15","840","0"
"04.01.2021 04:15 - 04.01.2021 04:30","840","0"
"04.01.2021 04:30 - 04.01.2021 04:45","840","0"
"04.01.2021 04:45 - 04.01.2021 05:00","840","0"
"04.01.2021 05:00 - 04.01.2021 05:15","840","0"
"04.01.2021 05:15 - 04.01.2021 05:30","840","0"
"04.01.2021 05:30 - 04.01.2021 05:45","840","0"
"04.01.2021 05:45 - 04.01.2021 06:00","840","0"
"04.01.2021 06:00 - 04.01.2021 06:15","821","0"
"04.01.2021 06:15 - 04.01.2021 06:30","821","0"
"04.01.2021 06:30 - 04.01.2021 06:45","821","0"
"04.01.2021 06:45 - 04.01.2021 07:00","822","0"
"04.01.2021 07:00 - 04.01.2021 07:15","881","0"
"04.01.2021 07:15 - 04.01.2021 07:30","881","0"
"04.01.2021 07:30 - 04.01.2021 07:45","881","0"
"04.01.2021 07:45 - 04.01.2021 08:00","881","0"
"04.01.2021 08:00 - 04.01.2021 08:15","881","0"
"04.01.2021 08:15 - 04.01.2021 08:30","881","0"
"04.01.2021 08:30 - 04.01.2021 08:45","881","0"
"04.01.2021 08:45 - 04.01.2021 09:00","881","0"
"04.01.2021 09:00 - 04.01.2021 09:15","808","0"
"04.01.2021 09:15 - 04.01.2021 09:30","808","0"
"04.01.2021 09:30 - 04.01.2021 09:45","808","0"
"04.01.2021 09:45 - 04.01.2021 10:00","808","0"
"04.01.2021 10:00 - 04.01.2021 10:15","784","0"
"04.01.2021 10:15 - 04.01.2021 10:30","784","0"
"04.01.2021 10:30 - 04.01.2021 10:45","784","0"
"04.01.2021 10:45 - 04.01.2021 11:00","785","0"
"04.01.2021 11:00 - 04.01.2021 11:15","867","0"
"04.01.2021 11:15 - 04.01.2021 11:30","868","0"
"04.01.2021 11:30 - 04.01.2021 11:45","868","0"
"04.01.2021 11:45 - 04.01.2021 12:00","868","0"
"04.01.2021 12:00 - 04.01.2021 12:15","954","0"
"04.01.2021 12:15 - 04.01.2021 12:30","955","0"
"04.01.2021 12:30 - 04.01.2021 12:45","955","0"
"04.01.2021 12:45 - 04.01.2021 13:00","955","0"
"04.01.2021 13:00 - 04.01.2021 13:15","962","0"
"04.01.2021 13:15 - 04.01.2021 13:30","962","0"
"04.01.2021 13:30 - 04.01.2021 13:45","962","0"
"04.01.2021 13:45 - 04.01.2021 14:00","962","0"
"04.01.2021 14:00 - 04.01.2021 14:15","997","0"
"04.01.2021 14:15 - 04.01.2021 14:30","997","0"
"04.01.2021 14:30 - 04.01.2021 14:45","997","0"
"04.01.2021 14:45 - 04.01.2021 15:00","997","0"
"04.01.2021 15:00 - 04.01.2021 15:15","959","0"
"04.01.2021 15:15 - 04.01.2021 15:30","959","0"
"04.01.2021 15:30 - 04.01.2021 15:45","959","0"
"04.01.2021 15:45 - 04.01.2021 16:00","958","0"
"04.01.2021 16:00 - 04.01.2021 16:15","838","0"
"04.01.2021 16:15 - 04.01.2021 16:30","837","0"
"04.01.2021 16:30 - 04.01.2021 16:45","837","0"
"04.01.2021 16:45 - 04.01.2021 17:00","838","0"
"04.01.2021 17:00 - 04.01.2021 17:15","956","0"
"04.01.2021 17:15 - 04.01.2021 17:30","957","0"
"04.01.2021 17:30 - 04.01.2021 17:45","957","0"
"04.01.2021 17:45 - 04.01.2021 18:00","957","0"
"04.01.2021 18:00 - 04.01.2021 18:15","1044","0"
"04.01.2021 18:15 - 04.01.2021 18:30","1044","0"
"04.01.2021 18:30 - 04.01.2021 18:45","1044","0"
"04.01.2021 18:45 - 04.01.2021 19:00","1044","0"
"04.01.2021 19:00 - 04.01.2021 19:15","1044","0"
"04.01.2021 19:15 - 04.01.2021 19:30","1044","0"
"04.01.2021 19:30 - 04.01.2021 19:45","1044","0"
"04.01.2021 19:45 - 04.01.2021 20:00","1044","0"
"04.01.2021 20:00 - 04.01.2021 20:15","1044","0"
"04.01.2021 20:15 - 04.01.2021 20:30","1044","0"
"04.01.2021 20:30 - 04.01.2021 20:45","1044","0"
"04.01.2021 20:45 - 04.01.2021 21:00","1044","0"
"04.01.2021 21:00 - 04.01.2021 21:15","1003","0"
"04.01.2021 21:15 - 04.01.2021 21:30","1003","0"
"04.01.2021 21:30 - 04.01.2021 21:45","1002","0"
"04.01.2021 21:45 - 04.01.2021 22:00","1002","0"
"04.01.2021 22:00 - 04.01.2021 22:15","966","0"
"04.01.2021 22:15 - 04.01.2021 22:30","966","0"
"04.01.2021 22:30 - 04.01.2021 22:45","966","0"
"04.01.2021 22:45 - 04.01.2021 23:00","967","0"
"04.01.2021 23:00 - 04.01.2021 23:15","1023","0"
"04.01.2021 23:15 - 04.01.2021 23:30","1023","0"
"04.01.2021 23:30 - 04.01.2021 23:45","1023","0"
"04.01.2021 23:45 - 05.01.2021 00:00","1022","0"
"05.01.2021 00:00 - 05.01.2021 00:15","912","0"
"05.01.2021 00:15 - 05.01.2021 00:30","911","0"
"05.01.2021 00:30 - 05.01.2021 00:45","911","0"
"05.01.2021 00:45 - 05.01.2021 01:00","910","0"
"05.01.2021 01:00 - 05.01.2021 01:15","787","0"
"05.01.2021 01:15 - 05.01.2021 01:30","786","0"
"05.01.2021 01:30 - 05.01.2021 01:45","786","0"
"05.01.2021 01:45 - 05.01.2021 02:00","786","0"
"05.01.2021 02:00 - 05.01.2021 02:15","763","0"
"05.01.2021 02:15 - 05.01.2021 02:30","763","0"
"05.01.2021 02:30 - 05.01.2021 02:45","763","0"
"05.01.2021 02:45 - 05.01.2021 03:00","763","0"
"05.01.2021 03:00 - 05.01.2021 03:15","800","0"
"05.01.2021 03:15 - 05.01.2021 03:30","800","0"
"05.01.2021 03:30 - 05.01.2021 03:45","800","0"
"05.01.2021 03:45 - 05.01.2021 04:00","800","0"
"05.01.2021 04:00 - 05.01.2021 04:15","814","0"
"05.01.2021 04:15 - 05.01.2021 04:30","814","0"
"05.01.2021 04:30 - 05.01.2021 04:45","814","0"
"05.01.2021 04:45 - 05.01.2021 05:00","814","0"
"05.01.2021 05:00 - 05.01.2021 05:15","761","0"
"05.01.2021 05:15 - 05.01.2021 05:30","761","0"
"05.01.2021 05:30 - 05.01.2021 05:45","761","0"
"05.01.2021 05:45 - 05.01.2021 06:00","766","0"
"05.01.2021 06:00 - 05.01.2021 06:15","1018","0"
"05.01.2021 06:15 - 05.01.2021 06:30","1023","0"
"05.01.2021 06:30 - 05.01.2021 06:45","1023","0"
"05.01.2021 06:45 - 05.01.2021 07:00","1010","0"
"05.01.2021 07:00 - 05.01.2021 07:15","641","0"
"05.01.2021 07:15 - 05.01.2021 07:30","629","0"
"05.01.2021 07:30 - 05.01.2021 07:45","629","0"
"05.01.2021 07:45 - 05.01.2021 08:00","623","0"
"05.01.2021 08:00 - 05.01.2021 08:15","368","0"
"05.01.2021 08:15 - 05.01.2021 08:30","363","0"
"05.01.2021 08:30 - 05.01.2021 08:45","363","0"
"05.01.2021 08:45 - 05.01.2021 09:00","363","0"
"05.01.2021 09:00 - 05.01.2021 09:15","351","0"
"05.01.2021 09:15 - 05.01.2021 09:30","351","0"
"05.01.2021 09:30 - 05.01.2021 09:45","351","0"
"05.01.2021 09:45 - 05.01.2021 10:00","351","0"
"05.01.2021 10:00 - 05.01.2021 10:15","412","0"
"05.01.2021 10:15 - 05.01.2021 10:30","413","0"
"05.01.2021 10:30 - 05.01.2021 10:45","413","0"
"05.01.2021 10:45 - 05.01.2021 11:00","412","0"
"05.01.2021 11:00 - 05.01.2021 11:15","304","0"
"05.01.2021 11:15 - 05.01.2021 11:30","303","0"
"05.01.2021 11:30 - 05.01.2021 11:45","303","0"
"05.01.2021 11:45 - 05.01.2021 12:00","305","0"
"05.01.2021 12:00 - 05.01.2021 12:15","457","0"
"05.01.2021 12:15 - 05.01.2021 12:30","458","0"
"05.01.2021 12:30 - 05.01.2021 12:45","458","0"
"05.01.2021 12:45 - 05.01.2021 13:00","450","0"
"05.01.2021 13:00 - 05.01.2021 13:15","138","0"
"05.01.2021 13:15 - 05.01.2021 13:30","130","0"
"05.01.2021 13:30 - 05.01.2021 13:45","130","0"
"05.01.2021 13:45 - 05.01.2021 14:00","130","0"
"05.01.2021 14:00 - 05.01.2021 14:15","171","0"
"05.01.2021 14:15 - 05.01.2021 14:30","171","0"
"05.01.2021 14:30 - 05.01.2021 14:45","171","0"
"05.01.2021 14:45 - 05.01.2021 15:00","179","0"
"05.01.2021 15:00 - 05.01.2021 15:15","475","0"
"05.01.2021 15:15 - 05.01.2021 15:30","483","0"
"05.01.2021 15:30 - 05.01.2021 15:45","483","0"
"05.01.2021 15:45 - 05.01.2021 16:00","478","0"
"05.01.2021 16:00 - 05.01.2021 16:15","252","0"
"05.01.2021 16:15 - 05.01.2021 16:30","247","0"
"05.01.2021 16:30 - 05.01.2021 16:45","247","0"
"05.01.2021 16:45 - 05.01.2021 17:00","268","0"
"05.01.2021 17:00 - 05.01.2021 17:15","732","0"
"05.01.2021 17:15 - 05.01.2021 17:30","752","0"
"05.01.2021 17:30 - 05.01.2021 17:45","752","0"
"05.01.2021 17:45 - 05.01.2021 18:00","747","0"
