"Time (CET/CEST)","BZN|IE(SEM) > BZN|GB [MW]","BZN|GB > BZN|IE(SEM) [MW]"
"05.01.2018 22:00 - 05.01.2018 23:00","0","843"
"05.01.2018 23:00 - 06.01.2018 00:00","0","411"
"06.01.2018 00:00 - 06.01.2018 01:00","80","33"
"06.01.2018 01:00 - 06.01.2018 02:00","421","0"
"06.01.2018 02:00 - 06.01.2018 03:00","634","0"
"06.01.2018 03:00 - 06.01.2018 04:00","635","0"
"06.01.2018 04:00 - 06.01.2018 05:00","628","0"
"06.01.2018 05:00 - 06.01.2018 06:00","644","0"
"06.01.2018 06:00 - 06.01.2018 07:00","644","0"
"06.01.2018 07:00 - 06.01.2018 08:00","644","0"
"06.01.2018 08:00 - 06.01.2018 09:00","644","0"
"06.01.2018 09:00 - 06.01.2018 10:00","649","0"
"06.01.2018 10:00 - 06.01.2018 11:00","655","0"
"06.01.2018 11:00 - 06.01.2018 12:00","631","0"
"06.01.2018 12:00 - 06.01.2018 13:00","569","0"
"06.01.2018 13:00 - 06.01.2018 14:00","489","0"
"06.01.2018 14:00 - 06.01.2018 15:00","422","0"
"06.01.2018 15:00 - 06.01.2018 16:00","442","0"
"06.01.2018 16:00 - 06.01.2018 17:00","643","0"
"06.01.2018 17:00 - 06.01.2018 18:00","695","0"
"06.01.2018 18:00 - 06.01.2018 19:00","392","19"
"06.01.2018 19:00 - 06.01.2018 20:00","196","102"
"06.01.2018 20:00 - 06.01.2018 21:00","292","211"
"06.01.2018 21:00 - 06.01.2018 22:00","333","247"
"06.01.2018 22:00 - 06.01.2018 23:00","483","205"
"06.01.2018 23:00 - 07.01.2018 00:00","500","232"
"07.01.2018 00:00 - 07.01.2018 01:00","447","84"
"07.01.2018 01:00 - 07.01.2018 02:00","485","9"
"07.01.2018 02:00 - 07.01.2018 03:00","624","0"
"07.01.2018 03:00 - 07.01.2018 04:00","705","0"
"07.01.2018 04:00 - 07.01.2018 05:00","705","0"
"07.01.2018 05:00 - 07.01.2018 06:00","705","0"
"07.01.2018 06:00 - 07.01.2018 07:00","705","0"
"07.01.2018 07:00 - 07.01.2018 08:00","705","0"
"07.01.2018 08:00 - 07.01.2018 09:00","782","0"
"07.01.2018 09:00 - 07.01.2018 10:00","688","0"
"07.01.2018 10:00 - 07.01.2018 11:00","401","0"
"07.01.2018 11:00 - 07.01.2018 12:00","223","13"
"07.01.2018 12:00 - 07.01.2018 13:00","42","95"
"07.01.2018 13:00 - 07.01.2018 14:00","0","356"
"07.01.2018 14:00 - 07.01.2018 15:00","0","363"
"07.01.2018 15:00 - 07.01.2018 16:00","0","276"
"07.01.2018 16:00 - 07.01.2018 17:00","0","199"
"07.01.2018 17:00 - 07.01.2018 18:00","27","105"
"07.01.2018 18:00 - 07.01.2018 19:00","0","349"
"07.01.2018 19:00 - 07.01.2018 20:00","0","442"
"07.01.2018 20:00 - 07.01.2018 21:00","0","474"
"07.01.2018 21:00 - 07.01.2018 22:00","0","447"
"07.01.2018 22:00 - 07.01.2018 23:00","4","190"
"07.01.2018 23:00 - 08.01.2018 00:00","123","91"
"08.01.2018 00:00 - 08.01.2018 01:00","600","0"
"08.01.2018 01:00 - 08.01.2018 02:00","735","0"
"08.01.2018 02:00 - 08.01.2018 03:00","796","0"
"08.01.2018 03:00 - 08.01.2018 04:00","796","0"
"08.01.2018 04:00 - 08.01.2018 05:00","796","0"
"08.01.2018 05:00 - 08.01.2018 06:00","796","0"
"08.01.2018 06:00 - 08.01.2018 07:00","796","0"
"08.01.2018 07:00 - 08.01.2018 08:00","766","0"
"08.01.2018 08:00 - 08.01.2018 09:00","416","0"
"08.01.2018 09:00 - 08.01.2018 10:00","87","21"
"08.01.2018 10:00 - 08.01.2018 11:00","0","80"
"08.01.2018 11:00 - 08.01.2018 12:00","0","105"
"08.01.2018 12:00 - 08.01.2018 13:00","0","215"
"08.01.2018 13:00 - 08.01.2018 14:00","0","318"
"08.01.2018 14:00 - 08.01.2018 15:00","0","380"
"08.01.2018 15:00 - 08.01.2018 16:00","56","160"
"08.01.2018 16:00 - 08.01.2018 17:00","29","205"
"08.01.2018 17:00 - 08.01.2018 18:00","0","216"
"08.01.2018 18:00 - 08.01.2018 19:00","0","546"
"08.01.2018 19:00 - 08.01.2018 20:00","0","847"
"08.01.2018 20:00 - 08.01.2018 21:00","0","696"
"08.01.2018 21:00 - 08.01.2018 22:00","44","305"
"08.01.2018 22:00 - 08.01.2018 23:00","183","52"
"08.01.2018 23:00 - 09.01.2018 00:00","392","0"
"09.01.2018 00:00 - 09.01.2018 01:00","652","0"
"09.01.2018 01:00 - 09.01.2018 02:00","667","0"
"09.01.2018 02:00 - 09.01.2018 03:00","667","0"
"09.01.2018 03:00 - 09.01.2018 04:00","667","0"
"09.01.2018 04:00 - 09.01.2018 05:00","667","0"
"09.01.2018 05:00 - 09.01.2018 06:00","667","0"
"09.01.2018 06:00 - 09.01.2018 07:00","667","0"
"09.01.2018 07:00 - 09.01.2018 08:00","667","0"
"09.01.2018 08:00 - 09.01.2018 09:00","669","0"
"09.01.2018 09:00 - 09.01.2018 10:00","554","0"
"09.01.2018 10:00 - 09.01.2018 11:00","610","0"
"09.01.2018 11:00 - 09.01.2018 12:00","657","0"
"09.01.2018 12:00 - 09.01.2018 13:00","537","0"
"09.01.2018 13:00 - 09.01.2018 14:00","429","0"
"09.01.2018 14:00 - 09.01.2018 15:00","255","0"
"09.01.2018 15:00 - 09.01.2018 16:00","178","117"
"09.01.2018 16:00 - 09.01.2018 17:00","0","187"
"09.01.2018 17:00 - 09.01.2018 18:00","0","553"
"09.01.2018 18:00 - 09.01.2018 19:00","0","850"
"09.01.2018 19:00 - 09.01.2018 20:00","0","976"
"09.01.2018 20:00 - 09.01.2018 21:00","0","973"
"09.01.2018 21:00 - 09.01.2018 22:00","0","846"
"09.01.2018 22:00 - 09.01.2018 23:00","0","709"
"09.01.2018 23:00 - 10.01.2018 00:00","0","522"
"10.01.2018 00:00 - 10.01.2018 01:00","157","444"
"10.01.2018 01:00 - 10.01.2018 02:00","346","307"
"10.01.2018 02:00 - 10.01.2018 03:00","422","141"
"10.01.2018 03:00 - 10.01.2018 04:00","391","15"
"10.01.2018 04:00 - 10.01.2018 05:00","520","0"
"10.01.2018 05:00 - 10.01.2018 06:00","500","16"
"10.01.2018 06:00 - 10.01.2018 07:00","400","20"
"10.01.2018 07:00 - 10.01.2018 08:00","107","38"
"10.01.2018 08:00 - 10.01.2018 09:00","96","176"
"10.01.2018 09:00 - 10.01.2018 10:00","0","359"
"10.01.2018 10:00 - 10.01.2018 11:00","0","493"
"10.01.2018 11:00 - 10.01.2018 12:00","0","711"
"10.01.2018 12:00 - 10.01.2018 13:00","0","802"
"10.01.2018 13:00 - 10.01.2018 14:00","0","874"
"10.01.2018 14:00 - 10.01.2018 15:00","0","913"
"10.01.2018 15:00 - 10.01.2018 16:00","0","814"
"10.01.2018 16:00 - 10.01.2018 17:00","0","769"
"10.01.2018 17:00 - 10.01.2018 18:00","0","812"
"10.01.2018 18:00 - 10.01.2018 19:00","0","892"
"10.01.2018 19:00 - 10.01.2018 20:00","0","974"
"10.01.2018 20:00 - 10.01.2018 21:00","0","947"
"10.01.2018 21:00 - 10.01.2018 22:00","0","821"
"10.01.2018 22:00 - 10.01.2018 23:00","0","634"
"10.01.2018 23:00 - 11.01.2018 00:00","18","281"
"11.01.2018 00:00 - 11.01.2018 01:00","132","28"
"11.01.2018 01:00 - 11.01.2018 02:00","355","25"
"11.01.2018 02:00 - 11.01.2018 03:00","711","0"
"11.01.2018 03:00 - 11.01.2018 04:00","725","0"
"11.01.2018 04:00 - 11.01.2018 05:00","725","0"
"11.01.2018 05:00 - 11.01.2018 06:00","725","0"
"11.01.2018 06:00 - 11.01.2018 07:00","717","0"
"11.01.2018 07:00 - 11.01.2018 08:00","504","0"
"11.01.2018 08:00 - 11.01.2018 09:00","253","38"
"11.01.2018 09:00 - 11.01.2018 10:00","24","213"
"11.01.2018 10:00 - 11.01.2018 11:00","0","423"
"11.01.2018 11:00 - 11.01.2018 12:00","0","623"
"11.01.2018 12:00 - 11.01.2018 13:00","0","767"
"11.01.2018 13:00 - 11.01.2018 14:00","0","878"
"11.01.2018 14:00 - 11.01.2018 15:00","0","871"
"11.01.2018 15:00 - 11.01.2018 16:00","0","882"
"11.01.2018 16:00 - 11.01.2018 17:00","0","766"
"11.01.2018 17:00 - 11.01.2018 18:00","0","800"
"11.01.2018 18:00 - 11.01.2018 19:00","0","930"
"11.01.2018 19:00 - 11.01.2018 20:00","0","957"
"11.01.2018 20:00 - 11.01.2018 21:00","0","853"
"11.01.2018 21:00 - 11.01.2018 22:00","0","730"
"11.01.2018 22:00 - 11.01.2018 23:00","0","593"
"11.01.2018 23:00 - 12.01.2018 00:00","0","434"
"12.01.2018 00:00 - 12.01.2018 01:00","73","59"
"12.01.2018 01:00 - 12.01.2018 02:00","442","0"
"12.01.2018 02:00 - 12.01.2018 03:00","698","0"
"12.01.2018 03:00 - 12.01.2018 04:00","724","0"
"12.01.2018 04:00 - 12.01.2018 05:00","725","0"
"12.01.2018 05:00 - 12.01.2018 06:00","725","0"
"12.01.2018 06:00 - 12.01.2018 07:00","725","0"
"12.01.2018 07:00 - 12.01.2018 08:00","710","0"
"12.01.2018 08:00 - 12.01.2018 09:00","579","0"
"12.01.2018 09:00 - 12.01.2018 10:00","328","0"
"12.01.2018 10:00 - 12.01.2018 11:00","239","51"
"12.01.2018 11:00 - 12.01.2018 12:00","164","59"
"12.01.2018 12:00 - 12.01.2018 13:00","23","0"
"12.01.2018 13:00 - 12.01.2018 14:00","60","42"
"12.01.2018 14:00 - 12.01.2018 15:00","116","55"
"12.01.2018 15:00 - 12.01.2018 16:00","199","27"
"12.01.2018 16:00 - 12.01.2018 17:00","217","16"
"12.01.2018 17:00 - 12.01.2018 18:00","170","21"
"12.01.2018 18:00 - 12.01.2018 19:00","0","265"
"12.01.2018 19:00 - 12.01.2018 20:00","0","588"
"12.01.2018 20:00 - 12.01.2018 21:00","12","446"
"12.01.2018 21:00 - 12.01.2018 22:00","140","208"
"12.01.2018 22:00 - 12.01.2018 23:00","424","0"
"12.01.2018 23:00 - 13.01.2018 00:00","656","0"
"13.01.2018 00:00 - 13.01.2018 01:00","656","0"
"13.01.2018 01:00 - 13.01.2018 02:00","656","0"
"13.01.2018 02:00 - 13.01.2018 03:00","656","0"
"13.01.2018 03:00 - 13.01.2018 04:00","656","0"
"13.01.2018 04:00 - 13.01.2018 05:00","656","0"
"13.01.2018 05:00 - 13.01.2018 06:00","656","0"
"13.01.2018 06:00 - 13.01.2018 07:00","656","0"
"13.01.2018 07:00 - 13.01.2018 08:00","656","0"
"13.01.2018 08:00 - 13.01.2018 09:00","638","0"
"13.01.2018 09:00 - 13.01.2018 10:00","326","0"
"13.01.2018 10:00 - 13.01.2018 11:00","18","105"
"13.01.2018 11:00 - 13.01.2018 12:00","10","207"
"13.01.2018 12:00 - 13.01.2018 13:00","0","240"
"13.01.2018 13:00 - 13.01.2018 14:00","0","272"
"13.01.2018 14:00 - 13.01.2018 15:00","0","355"
"13.01.2018 15:00 - 13.01.2018 16:00","0","248"
"13.01.2018 16:00 - 13.01.2018 17:00","0","258"
"13.01.2018 17:00 - 13.01.2018 18:00","0","405"
"13.01.2018 18:00 - 13.01.2018 19:00","0","801"
"13.01.2018 19:00 - 13.01.2018 20:00","0","865"
"13.01.2018 20:00 - 13.01.2018 21:00","0","872"
"13.01.2018 21:00 - 13.01.2018 22:00","0","874"
"13.01.2018 22:00 - 13.01.2018 23:00","0","720"
"13.01.2018 23:00 - 14.01.2018 00:00","0","538"
"14.01.2018 00:00 - 14.01.2018 01:00","0","428"
"14.01.2018 01:00 - 14.01.2018 02:00","106","211"
"14.01.2018 02:00 - 14.01.2018 03:00","73","216"
"14.01.2018 03:00 - 14.01.2018 04:00","129","152"
"14.01.2018 04:00 - 14.01.2018 05:00","151","195"
"14.01.2018 05:00 - 14.01.2018 06:00","359","37"
"14.01.2018 06:00 - 14.01.2018 07:00","418","142"
"14.01.2018 07:00 - 14.01.2018 08:00","353","144"
"14.01.2018 08:00 - 14.01.2018 09:00","353","0"
"14.01.2018 09:00 - 14.01.2018 10:00","349","0"
"14.01.2018 10:00 - 14.01.2018 11:00","217","15"
"14.01.2018 11:00 - 14.01.2018 12:00","0","132"
"14.01.2018 12:00 - 14.01.2018 13:00","0","220"
"14.01.2018 13:00 - 14.01.2018 14:00","0","230"
"14.01.2018 14:00 - 14.01.2018 15:00","12","183"
"14.01.2018 15:00 - 14.01.2018 16:00","166","100"
"14.01.2018 16:00 - 14.01.2018 17:00","487","0"
"14.01.2018 17:00 - 14.01.2018 18:00","580","0"
"14.01.2018 18:00 - 14.01.2018 19:00","406","0"
"14.01.2018 19:00 - 14.01.2018 20:00","261","34"
"14.01.2018 20:00 - 14.01.2018 21:00","283","17"
"14.01.2018 21:00 - 14.01.2018 22:00","437","17"
"14.01.2018 22:00 - 14.01.2018 23:00","577","0"
"14.01.2018 23:00 - 15.01.2018 00:00","504","0"
"15.01.2018 00:00 - 15.01.2018 01:00","617","0"
"15.01.2018 01:00 - 15.01.2018 02:00","636","0"
"15.01.2018 02:00 - 15.01.2018 03:00","636","0"
"15.01.2018 03:00 - 15.01.2018 04:00","636","0"
"15.01.2018 04:00 - 15.01.2018 05:00","636","0"
"15.01.2018 05:00 - 15.01.2018 06:00","632","0"
"15.01.2018 06:00 - 15.01.2018 07:00","627","0"
"15.01.2018 07:00 - 15.01.2018 08:00","636","0"
"15.01.2018 08:00 - 15.01.2018 09:00","579","0"
"15.01.2018 09:00 - 15.01.2018 10:00","304","0"
"15.01.2018 10:00 - 15.01.2018 11:00","106","114"
"15.01.2018 11:00 - 15.01.2018 12:00","34","82"
"15.01.2018 12:00 - 15.01.2018 13:00","32","121"
"15.01.2018 13:00 - 15.01.2018 14:00","15","95"
"15.01.2018 14:00 - 15.01.2018 15:00","47","104"
"15.01.2018 15:00 - 15.01.2018 16:00","95","126"
"15.01.2018 16:00 - 15.01.2018 17:00","11","102"
"15.01.2018 17:00 - 15.01.2018 18:00","0","230"
"15.01.2018 18:00 - 15.01.2018 19:00","0","536"
"15.01.2018 19:00 - 15.01.2018 20:00","0","787"
"15.01.2018 20:00 - 15.01.2018 21:00","0","707"
"15.01.2018 21:00 - 15.01.2018 22:00","35","370"
"15.01.2018 22:00 - 15.01.2018 23:00","56","205"
"15.01.2018 23:00 - 16.01.2018 00:00","268","0"
"16.01.2018 00:00 - 16.01.2018 01:00","515","0"
"16.01.2018 01:00 - 16.01.2018 02:00","617","0"
"16.01.2018 02:00 - 16.01.2018 03:00","640","0"
"16.01.2018 03:00 - 16.01.2018 04:00","640","0"
"16.01.2018 04:00 - 16.01.2018 05:00","640","0"
"16.01.2018 05:00 - 16.01.2018 06:00","640","0"
"16.01.2018 06:00 - 16.01.2018 07:00","640","0"
"16.01.2018 07:00 - 16.01.2018 08:00","640","0"
"16.01.2018 08:00 - 16.01.2018 09:00","523","0"
"16.01.2018 09:00 - 16.01.2018 10:00","408","0"
"16.01.2018 10:00 - 16.01.2018 11:00","234","0"
"16.01.2018 11:00 - 16.01.2018 12:00","103","0"
"16.01.2018 12:00 - 16.01.2018 13:00","106","148"
"16.01.2018 13:00 - 16.01.2018 14:00","138","271"
"16.01.2018 14:00 - 16.01.2018 15:00","122","251"
"16.01.2018 15:00 - 16.01.2018 16:00","0","200"
"16.01.2018 16:00 - 16.01.2018 17:00","50","5"
"16.01.2018 17:00 - 16.01.2018 18:00","7","213"
"16.01.2018 18:00 - 16.01.2018 19:00","0","514"
"16.01.2018 19:00 - 16.01.2018 20:00","0","795"
"16.01.2018 20:00 - 16.01.2018 21:00","0","741"
"16.01.2018 21:00 - 16.01.2018 22:00","22","434"
"16.01.2018 22:00 - 16.01.2018 23:00","229","146"
"16.01.2018 23:00 - 17.01.2018 00:00","416","13"
"17.01.2018 00:00 - 17.01.2018 01:00","661","0"
"17.01.2018 01:00 - 17.01.2018 02:00","667","0"
"17.01.2018 02:00 - 17.01.2018 03:00","667","0"
"17.01.2018 03:00 - 17.01.2018 04:00","667","0"
"17.01.2018 04:00 - 17.01.2018 05:00","667","0"
"17.01.2018 05:00 - 17.01.2018 06:00","667","0"
"17.01.2018 06:00 - 17.01.2018 07:00","667","0"
"17.01.2018 07:00 - 17.01.2018 08:00","667","0"
"17.01.2018 08:00 - 17.01.2018 09:00","481","0"
"17.01.2018 09:00 - 17.01.2018 10:00","295","0"
"17.01.2018 10:00 - 17.01.2018 11:00","96","127"
"17.01.2018 11:00 - 17.01.2018 12:00","115","195"
"17.01.2018 12:00 - 17.01.2018 13:00","0","359"
"17.01.2018 13:00 - 17.01.2018 14:00","0","450"
"17.01.2018 14:00 - 17.01.2018 15:00","0","512"
"17.01.2018 15:00 - 17.01.2018 16:00","0","560"
"17.01.2018 16:00 - 17.01.2018 17:00","0","481"
"17.01.2018 17:00 - 17.01.2018 18:00","0","813"
"17.01.2018 18:00 - 17.01.2018 19:00","0","916"
"17.01.2018 19:00 - 17.01.2018 20:00","0","916"
"17.01.2018 20:00 - 17.01.2018 21:00","0","880"
"17.01.2018 21:00 - 17.01.2018 22:00","0","526"
"17.01.2018 22:00 - 17.01.2018 23:00","103","173"
"17.01.2018 23:00 - 18.01.2018 00:00","382","38"
"18.01.2018 00:00 - 18.01.2018 01:00","603","0"
"18.01.2018 01:00 - 18.01.2018 02:00","662","0"
"18.01.2018 02:00 - 18.01.2018 03:00","662","0"
"18.01.2018 03:00 - 18.01.2018 04:00","662","0"
"18.01.2018 04:00 - 18.01.2018 05:00","662","0"
"18.01.2018 05:00 - 18.01.2018 06:00","662","0"
"18.01.2018 06:00 - 18.01.2018 07:00","662","0"
"18.01.2018 07:00 - 18.01.2018 08:00","648","0"
"18.01.2018 08:00 - 18.01.2018 09:00","422","0"
"18.01.2018 09:00 - 18.01.2018 10:00","38","76"
"18.01.2018 10:00 - 18.01.2018 11:00","0","221"
"18.01.2018 11:00 - 18.01.2018 12:00","0","440"
"18.01.2018 12:00 - 18.01.2018 13:00","0","634"
"18.01.2018 13:00 - 18.01.2018 14:00","0","643"
"18.01.2018 14:00 - 18.01.2018 15:00","0","568"
"18.01.2018 15:00 - 18.01.2018 16:00","0","372"
"18.01.2018 16:00 - 18.01.2018 17:00","0","457"
"18.01.2018 17:00 - 18.01.2018 18:00","0","668"
"18.01.2018 18:00 - 18.01.2018 19:00","0","861"
"18.01.2018 19:00 - 18.01.2018 20:00","0","904"
"18.01.2018 20:00 - 18.01.2018 21:00","0","907"
"18.01.2018 21:00 - 18.01.2018 22:00","0","831"
"18.01.2018 22:00 - 18.01.2018 23:00","0","503"
"18.01.2018 23:00 - 19.01.2018 00:00","49","180"
"19.01.2018 00:00 - 19.01.2018 01:00","358","0"
"19.01.2018 01:00 - 19.01.2018 02:00","686","0"
"19.01.2018 02:00 - 19.01.2018 03:00","708","0"
"19.01.2018 03:00 - 19.01.2018 04:00","708","0"
"19.01.2018 04:00 - 19.01.2018 05:00","708","0"
"19.01.2018 05:00 - 19.01.2018 06:00","708","0"
"19.01.2018 06:00 - 19.01.2018 07:00","708","0"
"19.01.2018 07:00 - 19.01.2018 08:00","708","0"
"19.01.2018 08:00 - 19.01.2018 09:00","604","0"
"19.01.2018 09:00 - 19.01.2018 10:00","377","0"
"19.01.2018 10:00 - 19.01.2018 11:00","189","0"
"19.01.2018 11:00 - 19.01.2018 12:00","200","0"
"19.01.2018 12:00 - 19.01.2018 13:00","226","0"
"19.01.2018 13:00 - 19.01.2018 14:00","171","0"
"19.01.2018 14:00 - 19.01.2018 15:00","72","20"
"19.01.2018 15:00 - 19.01.2018 16:00","171","0"
"19.01.2018 16:00 - 19.01.2018 17:00","111","83"
"19.01.2018 17:00 - 19.01.2018 18:00","36","198"
"19.01.2018 18:00 - 19.01.2018 19:00","0","576"
"19.01.2018 19:00 - 19.01.2018 20:00","0","882"
"19.01.2018 20:00 - 19.01.2018 21:00","0","790"
"19.01.2018 21:00 - 19.01.2018 22:00","0","698"
"19.01.2018 22:00 - 19.01.2018 23:00","0","584"
"19.01.2018 23:00 - 20.01.2018 00:00","0","415"
"20.01.2018 00:00 - 20.01.2018 01:00","0","316"
"20.01.2018 01:00 - 20.01.2018 02:00","64","92"
"20.01.2018 02:00 - 20.01.2018 03:00","308","0"
"20.01.2018 03:00 - 20.01.2018 04:00","498","0"
"20.01.2018 04:00 - 20.01.2018 05:00","495","0"
"20.01.2018 05:00 - 20.01.2018 06:00","506","0"
