"Time (CET/CEST)","BZN|FR > BZN|GB(IFA2) [MW]","BZN|GB(IFA2) > BZN|FR [MW]"
"17.07.2022 04:00 - 17.07.2022 05:00","0","980"
"17.07.2022 05:00 - 17.07.2022 06:00","0","805"
"17.07.2022 06:00 - 17.07.2022 07:00","0","894"
"17.07.2022 07:00 - 17.07.2022 08:00","0","800"
"17.07.2022 08:00 - 17.07.2022 09:00","0","697"
"17.07.2022 09:00 - 17.07.2022 10:00","0","914"
"17.07.2022 10:00 - 17.07.2022 11:00","0","726"
"17.07.2022 11:00 - 17.07.2022 12:00","0","741"
"17.07.2022 12:00 - 17.07.2022 13:00","0","716"
"17.07.2022 13:00 - 17.07.2022 14:00","0","94"
"17.07.2022 14:00 - 17.07.2022 15:00","0","193"
"17.07.2022 15:00 - 17.07.2022 16:00","143","0"
"17.07.2022 16:00 - 17.07.2022 17:00","0","587"
"17.07.2022 17:00 - 17.07.2022 18:00","0","863"
"17.07.2022 18:00 - 17.07.2022 19:00","0","994"
"17.07.2022 19:00 - 17.07.2022 20:00","0","997"
"17.07.2022 20:00 - 17.07.2022 21:00","0","997"
"17.07.2022 21:00 - 17.07.2022 22:00","0","997"
"17.07.2022 22:00 - 17.07.2022 23:00","0","997"
"17.07.2022 23:00 - 18.07.2022 00:00","0","997"
"18.07.2022 00:00 - 18.07.2022 01:00","0","997"
"18.07.2022 01:00 - 18.07.2022 02:00","0","997"
"18.07.2022 02:00 - 18.07.2022 03:00","0","996"
"18.07.2022 03:00 - 18.07.2022 04:00","0","996"
"18.07.2022 04:00 - 18.07.2022 05:00","0","996"
"18.07.2022 05:00 - 18.07.2022 06:00","0","996"
"18.07.2022 06:00 - 18.07.2022 07:00","0","996"
"18.07.2022 07:00 - 18.07.2022 08:00","0","996"
"18.07.2022 08:00 - 18.07.2022 09:00","0","997"
"18.07.2022 09:00 - 18.07.2022 10:00","0","997"
"18.07.2022 10:00 - 18.07.2022 11:00","0","997"
"18.07.2022 11:00 - 18.07.2022 12:00","0","997"
"18.07.2022 12:00 - 18.07.2022 13:00","0","997"
"18.07.2022 13:00 - 18.07.2022 14:00","0","997"
"18.07.2022 14:00 - 18.07.2022 15:00","0","997"
"18.07.2022 15:00 - 18.07.2022 16:00","0","997"
"18.07.2022 16:00 - 18.07.2022 17:00","0","894"
"18.07.2022 17:00 - 18.07.2022 18:00","0","672"
"18.07.2022 18:00 - 18.07.2022 19:00","0","504"
"18.07.2022 19:00 - 18.07.2022 20:00","0","378"
"18.07.2022 20:00 - 18.07.2022 21:00","0","326"
"18.07.2022 21:00 - 18.07.2022 22:00","0","877"
"18.07.2022 22:00 - 18.07.2022 23:00","0","984"
"18.07.2022 23:00 - 19.07.2022 00:00","0","997"
"19.07.2022 00:00 - 19.07.2022 01:00","0","997"
"19.07.2022 01:00 - 19.07.2022 02:00","0","996"
"19.07.2022 02:00 - 19.07.2022 03:00","0","996"
"19.07.2022 03:00 - 19.07.2022 04:00","0","996"
"19.07.2022 04:00 - 19.07.2022 05:00","0","996"
"19.07.2022 05:00 - 19.07.2022 06:00","0","997"
"19.07.2022 06:00 - 19.07.2022 07:00","0","997"
"19.07.2022 07:00 - 19.07.2022 08:00","0","997"
"19.07.2022 08:00 - 19.07.2022 09:00","0","997"
"19.07.2022 09:00 - 19.07.2022 10:00","0","997"
"19.07.2022 10:00 - 19.07.2022 11:00","0","997"
"19.07.2022 11:00 - 19.07.2022 12:00","0","997"
"19.07.2022 12:00 - 19.07.2022 13:00","0","997"
"19.07.2022 13:00 - 19.07.2022 14:00","0","828"
"19.07.2022 14:00 - 19.07.2022 15:00","0","680"
"19.07.2022 15:00 - 19.07.2022 16:00","0","568"
"19.07.2022 16:00 - 19.07.2022 17:00","0","847"
"19.07.2022 17:00 - 19.07.2022 18:00","0","992"
"19.07.2022 18:00 - 19.07.2022 19:00","0","996"
"19.07.2022 19:00 - 19.07.2022 20:00","0","973"
"19.07.2022 20:00 - 19.07.2022 21:00","0","990"
"19.07.2022 21:00 - 19.07.2022 22:00","0","883"
"19.07.2022 22:00 - 19.07.2022 23:00","0","993"
"19.07.2022 23:00 - 20.07.2022 00:00","0","189"
"20.07.2022 00:00 - 20.07.2022 01:00","3","0"
"20.07.2022 01:00 - 20.07.2022 02:00","3","0"
"20.07.2022 02:00 - 20.07.2022 03:00","2","0"
"20.07.2022 03:00 - 20.07.2022 04:00","3","0"
"20.07.2022 04:00 - 20.07.2022 05:00","3","0"
"20.07.2022 05:00 - 20.07.2022 06:00","3","0"
"20.07.2022 06:00 - 20.07.2022 07:00","2","0"
"20.07.2022 07:00 - 20.07.2022 08:00","2","0"
"20.07.2022 08:00 - 20.07.2022 09:00","1","0"
"20.07.2022 09:00 - 20.07.2022 10:00","1","0"
"20.07.2022 10:00 - 20.07.2022 11:00","1","0"
"20.07.2022 11:00 - 20.07.2022 12:00","1","0"
"20.07.2022 12:00 - 20.07.2022 13:00","2","0"
"20.07.2022 13:00 - 20.07.2022 14:00","2","0"
"20.07.2022 14:00 - 20.07.2022 15:00","2","0"
"20.07.2022 15:00 - 20.07.2022 16:00","2","0"
"20.07.2022 16:00 - 20.07.2022 17:00","2","0"
"20.07.2022 17:00 - 20.07.2022 18:00","3","0"
"20.07.2022 18:00 - 20.07.2022 19:00","2","0"
"20.07.2022 19:00 - 20.07.2022 20:00","2","0"
"20.07.2022 20:00 - 20.07.2022 21:00","3","0"
"20.07.2022 21:00 - 20.07.2022 22:00","3","0"
"20.07.2022 22:00 - 20.07.2022 23:00","2","0"
"20.07.2022 23:00 - 21.07.2022 00:00","2","0"
"21.07.2022 00:00 - 21.07.2022 01:00","2","0"
"21.07.2022 01:00 - 21.07.2022 02:00","3","0"
"21.07.2022 02:00 - 21.07.2022 03:00","3","0"
"21.07.2022 03:00 - 21.07.2022 04:00","3","0"
"21.07.2022 04:00 - 21.07.2022 05:00","3","0"
"21.07.2022 05:00 - 21.07.2022 06:00","3","0"
"21.07.2022 06:00 - 21.07.2022 07:00","2","0"
"21.07.2022 07:00 - 21.07.2022 08:00","2","0"
"21.07.2022 08:00 - 21.07.2022 09:00","2","0"
"21.07.2022 09:00 - 21.07.2022 10:00","1","0"
"21.07.2022 10:00 - 21.07.2022 11:00","1","0"
"21.07.2022 11:00 - 21.07.2022 12:00","1","0"
"21.07.2022 12:00 - 21.07.2022 13:00","2","0"
"21.07.2022 13:00 - 21.07.2022 14:00","2","0"
"21.07.2022 14:00 - 21.07.2022 15:00","2","0"
"21.07.2022 15:00 - 21.07.2022 16:00","2","0"
"21.07.2022 16:00 - 21.07.2022 17:00","2","0"
"21.07.2022 17:00 - 21.07.2022 18:00","2","0"
"21.07.2022 18:00 - 21.07.2022 19:00","2","0"
"21.07.2022 19:00 - 21.07.2022 20:00","2","0"
"21.07.2022 20:00 - 21.07.2022 21:00","2","0"
"21.07.2022 21:00 - 21.07.2022 22:00","2","0"
"21.07.2022 22:00 - 21.07.2022 23:00","2","0"
"21.07.2022 23:00 - 22.07.2022 00:00","2","0"
"22.07.2022 00:00 - 22.07.2022 01:00","3","0"
"22.07.2022 01:00 - 22.07.2022 02:00","3","0"
"22.07.2022 02:00 - 22.07.2022 03:00","3","0"
"22.07.2022 03:00 - 22.07.2022 04:00","3","0"
"22.07.2022 04:00 - 22.07.2022 05:00","3","0"
"22.07.2022 05:00 - 22.07.2022 06:00","3","0"
"22.07.2022 06:00 - 22.07.2022 07:00","3","0"
"22.07.2022 07:00 - 22.07.2022 08:00","2","0"
"22.07.2022 08:00 - 22.07.2022 09:00","1","0"
"22.07.2022 09:00 - 22.07.2022 10:00","1","0"
"22.07.2022 10:00 - 22.07.2022 11:00","1","0"
"22.07.2022 11:00 - 22.07.2022 12:00","1","0"
"22.07.2022 12:00 - 22.07.2022 13:00","1","0"
"22.07.2022 13:00 - 22.07.2022 14:00","1","0"
"22.07.2022 14:00 - 22.07.2022 15:00","2","0"
"22.07.2022 15:00 - 22.07.2022 16:00","2","0"
"22.07.2022 16:00 - 22.07.2022 17:00","2","0"
"22.07.2022 17:00 - 22.07.2022 18:00","2","0"
"22.07.2022 18:00 - 22.07.2022 19:00","2","0"
"22.07.2022 19:00 - 22.07.2022 20:00","2","0"
"22.07.2022 20:00 - 22.07.2022 21:00","3","0"
"22.07.2022 21:00 - 22.07.2022 22:00","3","0"
"22.07.2022 22:00 - 22.07.2022 23:00","2","0"
"22.07.2022 23:00 - 23.07.2022 00:00","0","16"
"23.07.2022 00:00 - 23.07.2022 01:00","0","973"
"23.07.2022 01:00 - 23.07.2022 02:00","0","997"
"23.07.2022 02:00 - 23.07.2022 03:00","0","997"
"23.07.2022 03:00 - 23.07.2022 04:00","0","997"
"23.07.2022 04:00 - 23.07.2022 05:00","0","997"
"23.07.2022 05:00 - 23.07.2022 06:00","0","997"
"23.07.2022 06:00 - 23.07.2022 07:00","0","997"
"23.07.2022 07:00 - 23.07.2022 08:00","0","997"
"23.07.2022 08:00 - 23.07.2022 09:00","0","994"
"23.07.2022 09:00 - 23.07.2022 10:00","0","833"
"23.07.2022 10:00 - 23.07.2022 11:00","0","990"
"23.07.2022 11:00 - 23.07.2022 12:00","0","996"
"23.07.2022 12:00 - 23.07.2022 13:00","0","997"
"23.07.2022 13:00 - 23.07.2022 14:00","0","997"
"23.07.2022 14:00 - 23.07.2022 15:00","0","997"
"23.07.2022 15:00 - 23.07.2022 16:00","0","996"
"23.07.2022 16:00 - 23.07.2022 17:00","0","997"
"23.07.2022 17:00 - 23.07.2022 18:00","0","997"
"23.07.2022 18:00 - 23.07.2022 19:00","0","997"
"23.07.2022 19:00 - 23.07.2022 20:00","0","997"
"23.07.2022 20:00 - 23.07.2022 21:00","0","997"
"23.07.2022 21:00 - 23.07.2022 22:00","0","978"
"23.07.2022 22:00 - 23.07.2022 23:00","0","996"
"23.07.2022 23:00 - 24.07.2022 00:00","0","997"
"24.07.2022 00:00 - 24.07.2022 01:00","0","997"
"24.07.2022 01:00 - 24.07.2022 02:00","0","997"
"24.07.2022 02:00 - 24.07.2022 03:00","0","996"
"24.07.2022 03:00 - 24.07.2022 04:00","0","997"
"24.07.2022 04:00 - 24.07.2022 05:00","0","996"
"24.07.2022 05:00 - 24.07.2022 06:00","0","996"
"24.07.2022 06:00 - 24.07.2022 07:00","0","996"
"24.07.2022 07:00 - 24.07.2022 08:00","0","996"
"24.07.2022 08:00 - 24.07.2022 09:00","0","997"
"24.07.2022 09:00 - 24.07.2022 10:00","0","995"
"24.07.2022 10:00 - 24.07.2022 11:00","0","996"
"24.07.2022 11:00 - 24.07.2022 12:00","0","996"
"24.07.2022 12:00 - 24.07.2022 13:00","0","995"
"24.07.2022 13:00 - 24.07.2022 14:00","0","996"
"24.07.2022 14:00 - 24.07.2022 15:00","0","964"
"24.07.2022 15:00 - 24.07.2022 16:00","0","975"
"24.07.2022 16:00 - 24.07.2022 17:00","0","996"
"24.07.2022 17:00 - 24.07.2022 18:00","0","996"
"24.07.2022 18:00 - 24.07.2022 19:00","0","996"
"24.07.2022 19:00 - 24.07.2022 20:00","0","997"
"24.07.2022 20:00 - 24.07.2022 21:00","0","997"
"24.07.2022 21:00 - 24.07.2022 22:00","0","997"
"24.07.2022 22:00 - 24.07.2022 23:00","0","997"
"24.07.2022 23:00 - 25.07.2022 00:00","0","997"
"25.07.2022 00:00 - 25.07.2022 01:00","0","996"
"25.07.2022 01:00 - 25.07.2022 02:00","0","996"
"25.07.2022 02:00 - 25.07.2022 03:00","0","996"
"25.07.2022 03:00 - 25.07.2022 04:00","0","996"
"25.07.2022 04:00 - 25.07.2022 05:00","0","996"
"25.07.2022 05:00 - 25.07.2022 06:00","0","996"
"25.07.2022 06:00 - 25.07.2022 07:00","0","996"
"25.07.2022 07:00 - 25.07.2022 08:00","0","997"
"25.07.2022 08:00 - 25.07.2022 09:00","0","997"
"25.07.2022 09:00 - 25.07.2022 10:00","0","997"
"25.07.2022 10:00 - 25.07.2022 11:00","0","997"
"25.07.2022 11:00 - 25.07.2022 12:00","0","997"
"25.07.2022 12:00 - 25.07.2022 13:00","0","996"
"25.07.2022 13:00 - 25.07.2022 14:00","0","996"
"25.07.2022 14:00 - 25.07.2022 15:00","0","996"
"25.07.2022 15:00 - 25.07.2022 16:00","0","996"
"25.07.2022 16:00 - 25.07.2022 17:00","0","996"
"25.07.2022 17:00 - 25.07.2022 18:00","0","996"
"25.07.2022 18:00 - 25.07.2022 19:00","0","996"
"25.07.2022 19:00 - 25.07.2022 20:00","0","996"
"25.07.2022 20:00 - 25.07.2022 21:00","0","996"
"25.07.2022 21:00 - 25.07.2022 22:00","0","996"
"25.07.2022 22:00 - 25.07.2022 23:00","0","996"
"25.07.2022 23:00 - 26.07.2022 00:00","0","996"
"26.07.2022 00:00 - 26.07.2022 01:00","0","995"
"26.07.2022 01:00 - 26.07.2022 02:00","0","995"
"26.07.2022 02:00 - 26.07.2022 03:00","0","995"
"26.07.2022 03:00 - 26.07.2022 04:00","0","995"
"26.07.2022 04:00 - 26.07.2022 05:00","0","996"
"26.07.2022 05:00 - 26.07.2022 06:00","0","996"
"26.07.2022 06:00 - 26.07.2022 07:00","0","996"
"26.07.2022 07:00 - 26.07.2022 08:00","0","997"
"26.07.2022 08:00 - 26.07.2022 09:00","0","997"
"26.07.2022 09:00 - 26.07.2022 10:00","0","997"
"26.07.2022 10:00 - 26.07.2022 11:00","0","997"
"26.07.2022 11:00 - 26.07.2022 12:00","0","996"
"26.07.2022 12:00 - 26.07.2022 13:00","0","997"
"26.07.2022 13:00 - 26.07.2022 14:00","0","997"
"26.07.2022 14:00 - 26.07.2022 15:00","0","997"
"26.07.2022 15:00 - 26.07.2022 16:00","0","997"
"26.07.2022 16:00 - 26.07.2022 17:00","0","996"
"26.07.2022 17:00 - 26.07.2022 18:00","0","997"
"26.07.2022 18:00 - 26.07.2022 19:00","0","997"
"26.07.2022 19:00 - 26.07.2022 20:00","0","997"
"26.07.2022 20:00 - 26.07.2022 21:00","0","997"
"26.07.2022 21:00 - 26.07.2022 22:00","0","997"
"26.07.2022 22:00 - 26.07.2022 23:00","0","997"
"26.07.2022 23:00 - 27.07.2022 00:00","0","997"
"27.07.2022 00:00 - 27.07.2022 01:00","0","996"
"27.07.2022 01:00 - 27.07.2022 02:00","0","996"
"27.07.2022 02:00 - 27.07.2022 03:00","0","995"
"27.07.2022 03:00 - 27.07.2022 04:00","0","996"
"27.07.2022 04:00 - 27.07.2022 05:00","0","996"
"27.07.2022 05:00 - 27.07.2022 06:00","0","996"
"27.07.2022 06:00 - 27.07.2022 07:00","0","978"
"27.07.2022 07:00 - 27.07.2022 08:00","0","23"
"27.07.2022 08:00 - 27.07.2022 09:00","1","0"
"27.07.2022 09:00 - 27.07.2022 10:00","1","0"
"27.07.2022 10:00 - 27.07.2022 11:00","0","0"
"27.07.2022 11:00 - 27.07.2022 12:00","0","0"
"27.07.2022 12:00 - 27.07.2022 13:00","0","0"
"27.07.2022 13:00 - 27.07.2022 14:00","0","0"
"27.07.2022 14:00 - 27.07.2022 15:00","1","0"
"27.07.2022 15:00 - 27.07.2022 16:00","2","0"
"27.07.2022 16:00 - 27.07.2022 17:00","2","0"
"27.07.2022 17:00 - 27.07.2022 18:00","2","0"
"27.07.2022 18:00 - 27.07.2022 19:00","2","0"
"27.07.2022 19:00 - 27.07.2022 20:00","2","0"
"27.07.2022 20:00 - 27.07.2022 21:00","2","0"
"27.07.2022 21:00 - 27.07.2022 22:00","2","0"
"27.07.2022 22:00 - 27.07.2022 23:00","2","0"
"27.07.2022 23:00 - 28.07.2022 00:00","2","0"
"28.07.2022 00:00 - 28.07.2022 01:00","2","0"
"28.07.2022 01:00 - 28.07.2022 02:00","2","0"
"28.07.2022 02:00 - 28.07.2022 03:00","3","0"
"28.07.2022 03:00 - 28.07.2022 04:00","4","0"
"28.07.2022 04:00 - 28.07.2022 05:00","4","0"
"28.07.2022 05:00 - 28.07.2022 06:00","3","0"
"28.07.2022 06:00 - 28.07.2022 07:00","2","0"
"28.07.2022 07:00 - 28.07.2022 08:00","2","0"
"28.07.2022 08:00 - 28.07.2022 09:00","1","0"
"28.07.2022 09:00 - 28.07.2022 10:00","1","0"
"28.07.2022 10:00 - 28.07.2022 11:00","1","0"
"28.07.2022 11:00 - 28.07.2022 12:00","2","0"
"28.07.2022 12:00 - 28.07.2022 13:00","0","17"
"28.07.2022 13:00 - 28.07.2022 14:00","0","973"
"28.07.2022 14:00 - 28.07.2022 15:00","0","997"
"28.07.2022 15:00 - 28.07.2022 16:00","0","997"
"28.07.2022 16:00 - 28.07.2022 17:00","0","997"
"28.07.2022 17:00 - 28.07.2022 18:00","0","996"
"28.07.2022 18:00 - 28.07.2022 19:00","0","997"
"28.07.2022 19:00 - 28.07.2022 20:00","0","997"
"28.07.2022 20:00 - 28.07.2022 21:00","0","996"
"28.07.2022 21:00 - 28.07.2022 22:00","0","996"
"28.07.2022 22:00 - 28.07.2022 23:00","0","997"
"28.07.2022 23:00 - 29.07.2022 00:00","0","997"
"29.07.2022 00:00 - 29.07.2022 01:00","0","997"
"29.07.2022 01:00 - 29.07.2022 02:00","0","996"
"29.07.2022 02:00 - 29.07.2022 03:00","0","996"
"29.07.2022 03:00 - 29.07.2022 04:00","0","996"
"29.07.2022 04:00 - 29.07.2022 05:00","0","996"
"29.07.2022 05:00 - 29.07.2022 06:00","0","997"
"29.07.2022 06:00 - 29.07.2022 07:00","0","997"
"29.07.2022 07:00 - 29.07.2022 08:00","0","997"
"29.07.2022 08:00 - 29.07.2022 09:00","0","997"
"29.07.2022 09:00 - 29.07.2022 10:00","0","997"
"29.07.2022 10:00 - 29.07.2022 11:00","0","997"
"29.07.2022 11:00 - 29.07.2022 12:00","0","997"
"29.07.2022 12:00 - 29.07.2022 13:00","0","997"
"29.07.2022 13:00 - 29.07.2022 14:00","0","996"
"29.07.2022 14:00 - 29.07.2022 15:00","0","996"
"29.07.2022 15:00 - 29.07.2022 16:00","0","997"
"29.07.2022 16:00 - 29.07.2022 17:00","0","996"
"29.07.2022 17:00 - 29.07.2022 18:00","0","996"
"29.07.2022 18:00 - 29.07.2022 19:00","0","997"
"29.07.2022 19:00 - 29.07.2022 20:00","0","997"
"29.07.2022 20:00 - 29.07.2022 21:00","0","996"
"29.07.2022 21:00 - 29.07.2022 22:00","0","992"
"29.07.2022 22:00 - 29.07.2022 23:00","0","757"
"29.07.2022 23:00 - 30.07.2022 00:00","0","755"
"30.07.2022 00:00 - 30.07.2022 01:00","0","991"
"30.07.2022 01:00 - 30.07.2022 02:00","0","997"
"30.07.2022 02:00 - 30.07.2022 03:00","0","997"
"30.07.2022 03:00 - 30.07.2022 04:00","0","997"
"30.07.2022 04:00 - 30.07.2022 05:00","0","997"
"30.07.2022 05:00 - 30.07.2022 06:00","0","997"
"30.07.2022 06:00 - 30.07.2022 07:00","0","994"
"30.07.2022 07:00 - 30.07.2022 08:00","0","836"
"30.07.2022 08:00 - 30.07.2022 09:00","0","755"
"30.07.2022 09:00 - 30.07.2022 10:00","0","849"
"30.07.2022 10:00 - 30.07.2022 11:00","0","993"
"30.07.2022 11:00 - 30.07.2022 12:00","0","996"
"30.07.2022 12:00 - 30.07.2022 13:00","0","996"
"30.07.2022 13:00 - 30.07.2022 14:00","0","996"
"30.07.2022 14:00 - 30.07.2022 15:00","0","996"
"30.07.2022 15:00 - 30.07.2022 16:00","0","996"
"30.07.2022 16:00 - 30.07.2022 17:00","0","996"
"30.07.2022 17:00 - 30.07.2022 18:00","0","996"
"30.07.2022 18:00 - 30.07.2022 19:00","0","994"
"30.07.2022 19:00 - 30.07.2022 20:00","0","892"
"30.07.2022 20:00 - 30.07.2022 21:00","0","984"
"30.07.2022 21:00 - 30.07.2022 22:00","0","994"
"30.07.2022 22:00 - 30.07.2022 23:00","0","902"
"30.07.2022 23:00 - 31.07.2022 00:00","0","941"
"31.07.2022 00:00 - 31.07.2022 01:00","0","937"
"31.07.2022 01:00 - 31.07.2022 02:00","0","937"
"31.07.2022 02:00 - 31.07.2022 03:00","0","938"
"31.07.2022 03:00 - 31.07.2022 04:00","0","995"
"31.07.2022 04:00 - 31.07.2022 05:00","0","994"
"31.07.2022 05:00 - 31.07.2022 06:00","0","996"
"31.07.2022 06:00 - 31.07.2022 07:00","0","972"
"31.07.2022 07:00 - 31.07.2022 08:00","0","994"
"31.07.2022 08:00 - 31.07.2022 09:00","0","993"
"31.07.2022 09:00 - 31.07.2022 10:00","0","899"
"31.07.2022 10:00 - 31.07.2022 11:00","0","850"
"31.07.2022 11:00 - 31.07.2022 12:00","0","856"
"31.07.2022 12:00 - 31.07.2022 13:00","0","730"
"31.07.2022 13:00 - 31.07.2022 14:00","0","176"
"31.07.2022 14:00 - 31.07.2022 15:00","94","0"
"31.07.2022 15:00 - 31.07.2022 16:00","11","0"
"31.07.2022 16:00 - 31.07.2022 17:00","0","533"
"31.07.2022 17:00 - 31.07.2022 18:00","0","708"
"31.07.2022 18:00 - 31.07.2022 19:00","0","704"
"31.07.2022 19:00 - 31.07.2022 20:00","0","896"
"31.07.2022 20:00 - 31.07.2022 21:00","0","995"
"31.07.2022 21:00 - 31.07.2022 22:00","0","997"
"31.07.2022 22:00 - 31.07.2022 23:00","0","997"
"31.07.2022 23:00 - 01.08.2022 00:00","0","995"
"01.08.2022 00:00 - 01.08.2022 01:00","0","886"
"01.08.2022 01:00 - 01.08.2022 02:00","0","994"
"01.08.2022 02:00 - 01.08.2022 03:00","0","997"
"01.08.2022 03:00 - 01.08.2022 04:00","0","996"
"01.08.2022 04:00 - 01.08.2022 05:00","0","996"
"01.08.2022 05:00 - 01.08.2022 06:00","0","996"
"01.08.2022 06:00 - 01.08.2022 07:00","0","996"
"01.08.2022 07:00 - 01.08.2022 08:00","0","989"
"01.08.2022 08:00 - 01.08.2022 09:00","0","550"
"01.08.2022 09:00 - 01.08.2022 10:00","0","672"
"01.08.2022 10:00 - 01.08.2022 11:00","0","724"
"01.08.2022 11:00 - 01.08.2022 12:00","0","803"
"01.08.2022 12:00 - 01.08.2022 13:00","0","991"
"01.08.2022 13:00 - 01.08.2022 14:00","0","996"
"01.08.2022 14:00 - 01.08.2022 15:00","0","995"
"01.08.2022 15:00 - 01.08.2022 16:00","0","996"
"01.08.2022 16:00 - 01.08.2022 17:00","0","996"
"01.08.2022 17:00 - 01.08.2022 18:00","0","996"
"01.08.2022 18:00 - 01.08.2022 19:00","0","995"
"01.08.2022 19:00 - 01.08.2022 20:00","0","996"
"01.08.2022 20:00 - 01.08.2022 21:00","0","996"
"01.08.2022 21:00 - 01.08.2022 22:00","0","995"
"01.08.2022 22:00 - 01.08.2022 23:00","0","996"
"01.08.2022 23:00 - 02.08.2022 00:00","0","996"
"02.08.2022 00:00 - 02.08.2022 01:00","0","996"
"02.08.2022 01:00 - 02.08.2022 02:00","0","996"
"02.08.2022 02:00 - 02.08.2022 03:00","0","996"
"02.08.2022 03:00 - 02.08.2022 04:00","0","995"
"02.08.2022 04:00 - 02.08.2022 05:00","0","996"
"02.08.2022 05:00 - 02.08.2022 06:00","0","996"
"02.08.2022 06:00 - 02.08.2022 07:00","0","997"
"02.08.2022 07:00 - 02.08.2022 08:00","0","996"
"02.08.2022 08:00 - 02.08.2022 09:00","0","997"
"02.08.2022 09:00 - 02.08.2022 10:00","0","997"
"02.08.2022 10:00 - 02.08.2022 11:00","0","997"
"02.08.2022 11:00 - 02.08.2022 12:00","0","997"
"02.08.2022 12:00 - 02.08.2022 13:00","0","997"
"02.08.2022 13:00 - 02.08.2022 14:00","0","996"
"02.08.2022 14:00 - 02.08.2022 15:00","0","996"
"02.08.2022 15:00 - 02.08.2022 16:00","0","996"
"02.08.2022 16:00 - 02.08.2022 17:00","0","996"
"02.08.2022 17:00 - 02.08.2022 18:00","0","996"
"02.08.2022 18:00 - 02.08.2022 19:00","0","996"
"02.08.2022 19:00 - 02.08.2022 20:00","0","996"
"02.08.2022 20:00 - 02.08.2022 21:00","0","996"
"02.08.2022 21:00 - 02.08.2022 22:00","0","996"
"02.08.2022 22:00 - 02.08.2022 23:00","0","996"
"02.08.2022 23:00 - 03.08.2022 00:00","0","996"
"03.08.2022 00:00 - 03.08.2022 01:00","0","996"
"03.08.2022 01:00 - 03.08.2022 02:00","0","996"
"03.08.2022 02:00 - 03.08.2022 03:00","0","996"
"03.08.2022 03:00 - 03.08.2022 04:00","0","996"
"03.08.2022 04:00 - 03.08.2022 05:00","0","996"
"03.08.2022 05:00 - 03.08.2022 06:00","0","996"
"03.08.2022 06:00 - 03.08.2022 07:00","0","996"
"03.08.2022 07:00 - 03.08.2022 08:00","0","996"
"03.08.2022 08:00 - 03.08.2022 09:00","0","997"
"03.08.2022 09:00 - 03.08.2022 10:00","0","997"
"03.08.2022 10:00 - 03.08.2022 11:00","0","997"
"03.08.2022 11:00 - 03.08.2022 12:00","0","997"
"03.08.2022 12:00 - 03.08.2022 13:00","0","997"
"03.08.2022 13:00 - 03.08.2022 14:00","0","996"
"03.08.2022 14:00 - 03.08.2022 15:00","0","996"
"03.08.2022 15:00 - 03.08.2022 16:00","0","996"
"03.08.2022 16:00 - 03.08.2022 17:00","0","995"
"03.08.2022 17:00 - 03.08.2022 18:00","0","950"
"03.08.2022 18:00 - 03.08.2022 19:00","0","995"
"03.08.2022 19:00 - 03.08.2022 20:00","0","996"
"03.08.2022 20:00 - 03.08.2022 21:00","0","996"
"03.08.2022 21:00 - 03.08.2022 22:00","0","994"
"03.08.2022 22:00 - 03.08.2022 23:00","0","910"
"03.08.2022 23:00 - 04.08.2022 00:00","0","909"
"04.08.2022 00:00 - 04.08.2022 01:00","0","994"
"04.08.2022 01:00 - 04.08.2022 02:00","0","996"
"04.08.2022 02:00 - 04.08.2022 03:00","0","996"
"04.08.2022 03:00 - 04.08.2022 04:00","0","996"
"04.08.2022 04:00 - 04.08.2022 05:00","0","996"
"04.08.2022 05:00 - 04.08.2022 06:00","0","996"
"04.08.2022 06:00 - 04.08.2022 07:00","0","996"
"04.08.2022 07:00 - 04.08.2022 08:00","0","996"
"04.08.2022 08:00 - 04.08.2022 09:00","0","996"
"04.08.2022 09:00 - 04.08.2022 10:00","0","997"
"04.08.2022 10:00 - 04.08.2022 11:00","0","997"
"04.08.2022 11:00 - 04.08.2022 12:00","0","997"
"04.08.2022 12:00 - 04.08.2022 13:00","0","996"
"04.08.2022 13:00 - 04.08.2022 14:00","0","996"
"04.08.2022 14:00 - 04.08.2022 15:00","0","997"
"04.08.2022 15:00 - 04.08.2022 16:00","0","997"
"04.08.2022 16:00 - 04.08.2022 17:00","0","997"
"04.08.2022 17:00 - 04.08.2022 18:00","0","996"
"04.08.2022 18:00 - 04.08.2022 19:00","0","996"
"04.08.2022 19:00 - 04.08.2022 20:00","0","996"
"04.08.2022 20:00 - 04.08.2022 21:00","0","996"
"04.08.2022 21:00 - 04.08.2022 22:00","0","996"
"04.08.2022 22:00 - 04.08.2022 23:00","0","996"
"04.08.2022 23:00 - 05.08.2022 00:00","0","996"
"05.08.2022 00:00 - 05.08.2022 01:00","0","996"
"05.08.2022 01:00 - 05.08.2022 02:00","0","996"
"05.08.2022 02:00 - 05.08.2022 03:00","0","996"
"05.08.2022 03:00 - 05.08.2022 04:00","0","995"
"05.08.2022 04:00 - 05.08.2022 05:00","0","996"
"05.08.2022 05:00 - 05.08.2022 06:00","0","996"
"05.08.2022 06:00 - 05.08.2022 07:00","0","996"
"05.08.2022 07:00 - 05.08.2022 08:00","0","997"
"05.08.2022 08:00 - 05.08.2022 09:00","0","997"
"05.08.2022 09:00 - 05.08.2022 10:00","0","997"
"05.08.2022 10:00 - 05.08.2022 11:00","0","997"
"05.08.2022 11:00 - 05.08.2022 12:00","0","996"
