Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator,
31/12/2022 15:00,31/12/2022,LNG Stock Level,7102.6142,31/12/2022 15:56,,
30/12/2022 15:00,30/12/2022,LNG Stock Level,7443.4205,30/12/2022 15:56,,
29/12/2022 15:00,29/12/2022,LNG Stock Level,8096.0336,29/12/2022 15:56,,
28/12/2022 15:00,28/12/2022,LNG Stock Level,9120.3867,28/12/2022 15:56,,
27/12/2022 15:00,27/12/2022,LNG Stock Level,8990.3835,27/12/2022 15:56,,
26/12/2022 15:00,26/12/2022,LNG Stock Level,8971.261,26/12/2022 15:56,,
25/12/2022 15:00,25/12/2022,LNG Stock Level,9555.8265,25/12/2022 15:56,,
24/12/2022 15:00,24/12/2022,LNG Stock Level,9589.6228,24/12/2022 15:56,,
23/12/2022 15:00,23/12/2022,LNG Stock Level,9293.0799,23/12/2022 15:56,,
22/12/2022 15:00,22/12/2022,LNG Stock Level,8066.9283,22/12/2022 15:56,,
21/12/2022 15:00,21/12/2022,LNG Stock Level,7129.4674,21/12/2022 15:56,,
20/12/2022 15:00,20/12/2022,LNG Stock Level,7407.1608,20/12/2022 15:56,,
19/12/2022 15:00,19/12/2022,LNG Stock Level,8709.6951,19/12/2022 15:56,,
18/12/2022 15:00,18/12/2022,LNG Stock Level,8578.3089,18/12/2022 15:56,,
17/12/2022 15:00,17/12/2022,LNG Stock Level,8760.6593,17/12/2022 15:56,,
16/12/2022 15:00,16/12/2022,LNG Stock Level,8228.5101,16/12/2022 15:56,,
15/12/2022 15:00,15/12/2022,LNG Stock Level,7985.6267,15/12/2022 15:56,,
14/12/2022 15:00,14/12/2022,LNG Stock Level,7850.8474,14/12/2022 15:56,,
13/12/2022 15:00,13/12/2022,LNG Stock Level,8593.2805,13/12/2022 15:56,,
12/12/2022 15:00,12/12/2022,LNG Stock Level,8707.8293,12/12/2022 15:56,,
11/12/2022 15:00,11/12/2022,LNG Stock Level,7826.0718,11/12/2022 15:56,,
10/12/2022 15:00,10/12/2022,LNG Stock Level,8458.7749,10/12/2022 15:56,,
09/12/2022 15:00,09/12/2022,LNG Stock Level,8596.3218,09/12/2022 15:56,,
08/12/2022 15:00,08/12/2022,LNG Stock Level,9097.5805,08/12/2022 15:56,,
07/12/2022 15:00,07/12/2022,LNG Stock Level,8297.3086,07/12/2022 15:56,,
06/12/2022 15:00,06/12/2022,LNG Stock Level,8462.0393,06/12/2022 15:56,,
05/12/2022 15:00,05/12/2022,LNG Stock Level,9015.1109,05/12/2022 15:56,,
04/12/2022 15:00,04/12/2022,LNG Stock Level,9413.029,04/12/2022 15:56,,
03/12/2022 15:00,03/12/2022,LNG Stock Level,8687.5807,03/12/2022 15:56,,
02/12/2022 15:00,02/12/2022,LNG Stock Level,9022.399,02/12/2022 15:56,,
01/12/2022 15:00,01/12/2022,LNG Stock Level,8980.7816,01/12/2022 15:56,,
30/11/2022 15:00,30/11/2022,LNG Stock Level,7402.1802,30/11/2022 15:56,,
29/11/2022 15:00,29/11/2022,LNG Stock Level,8522.595,29/11/2022 15:56,,
28/11/2022 15:00,28/11/2022,LNG Stock Level,9654.4007,28/11/2022 15:56,,
27/11/2022 15:00,27/11/2022,LNG Stock Level,9493.7197,27/11/2022 15:56,,
26/11/2022 15:00,26/11/2022,LNG Stock Level,9150.761,26/11/2022 15:56,,
25/11/2022 15:00,25/11/2022,LNG Stock Level,7750.7579,25/11/2022 15:56,,
24/11/2022 15:00,24/11/2022,LNG Stock Level,8588.298,24/11/2022 15:56,,
23/11/2022 15:00,23/11/2022,LNG Stock Level,8476.487,23/11/2022 15:56,,
22/11/2022 15:00,22/11/2022,LNG Stock Level,9052.5753,22/11/2022 15:56,,
21/11/2022 15:00,21/11/2022,LNG Stock Level,8299.8506,21/11/2022 15:56,,
20/11/2022 15:00,20/11/2022,LNG Stock Level,8194.2967,20/11/2022 15:56,,
19/11/2022 15:00,19/11/2022,LNG Stock Level,7539.9181,19/11/2022 15:56,,
18/11/2022 15:00,18/11/2022,LNG Stock Level,7625.0069,18/11/2022 15:56,,
17/11/2022 15:00,17/11/2022,LNG Stock Level,8108.8843,17/11/2022 15:56,,
16/11/2022 15:00,16/11/2022,LNG Stock Level,8241.6775,16/11/2022 15:56,,
15/11/2022 15:00,15/11/2022,LNG Stock Level,8466.6139,15/11/2022 15:56,,
14/11/2022 15:00,14/11/2022,LNG Stock Level,8100.233,14/11/2022 15:56,,
13/11/2022 15:00,13/11/2022,LNG Stock Level,7805.5383,13/11/2022 15:56,,
12/11/2022 15:00,12/11/2022,LNG Stock Level,7968.6356,12/11/2022 15:56,,
11/11/2022 15:00,11/11/2022,LNG Stock Level,8544.3089,11/11/2022 15:56,,
10/11/2022 15:00,10/11/2022,LNG Stock Level,8360.4465,10/11/2022 15:56,,
09/11/2022 15:00,09/11/2022,LNG Stock Level,9277.5483,09/11/2022 15:56,,
08/11/2022 15:00,08/11/2022,LNG Stock Level,9068.379,08/11/2022 15:56,,
07/11/2022 15:00,07/11/2022,LNG Stock Level,9767.2562,07/11/2022 15:56,,
06/11/2022 15:00,06/11/2022,LNG Stock Level,9190.4252,06/11/2022 15:56,,
05/11/2022 15:00,05/11/2022,LNG Stock Level,9916.2586,05/11/2022 15:56,,
04/11/2022 15:00,04/11/2022,LNG Stock Level,10180.6611,04/11/2022 15:56,,
03/11/2022 15:00,03/11/2022,LNG Stock Level,11087.4526,03/11/2022 15:56,,
02/11/2022 15:00,02/11/2022,LNG Stock Level,10578.0201,02/11/2022 15:56,,
01/11/2022 15:00,01/11/2022,LNG Stock Level,11076.4886,01/11/2022 15:56,,
31/10/2022 15:00,31/10/2022,LNG Stock Level,11733.6479,31/10/2022 15:56,,
30/10/2022 15:00,30/10/2022,LNG Stock Level,11098.5371,30/10/2022 15:56,,
29/10/2022 15:00,29/10/2022,LNG Stock Level,11450.6092,29/10/2022 15:56,,
28/10/2022 15:00,28/10/2022,LNG Stock Level,10985.5147,28/10/2022 15:56,,
27/10/2022 15:00,27/10/2022,LNG Stock Level,10644.9174,27/10/2022 15:56,,
26/10/2022 15:00,26/10/2022,LNG Stock Level,11188.4495,26/10/2022 15:56,,
25/10/2022 15:00,25/10/2022,LNG Stock Level,11837.6468,25/10/2022 15:56,,
24/10/2022 15:00,24/10/2022,LNG Stock Level,11004.5827,24/10/2022 15:56,,
23/10/2022 15:00,23/10/2022,LNG Stock Level,10314.6582,23/10/2022 15:56,,
22/10/2022 15:00,22/10/2022,LNG Stock Level,10452.1909,22/10/2022 15:56,,
21/10/2022 15:00,21/10/2022,LNG Stock Level,9499.6058,21/10/2022 15:56,,
20/10/2022 15:00,20/10/2022,LNG Stock Level,9122.6523,20/10/2022 15:56,,
19/10/2022 15:00,19/10/2022,LNG Stock Level,10052.9481,19/10/2022 15:56,,
18/10/2022 15:00,18/10/2022,LNG Stock Level,9585.3455,18/10/2022 15:56,,
17/10/2022 15:00,17/10/2022,LNG Stock Level,9916.0672,17/10/2022 15:56,,
16/10/2022 15:00,16/10/2022,LNG Stock Level,10370.8955,16/10/2022 15:56,,
15/10/2022 15:00,15/10/2022,LNG Stock Level,9431.6261,15/10/2022 15:56,,
14/10/2022 15:00,14/10/2022,LNG Stock Level,8847.0409,14/10/2022 15:56,,
13/10/2022 15:00,13/10/2022,LNG Stock Level,9538.3252,13/10/2022 15:56,,
12/10/2022 15:00,12/10/2022,LNG Stock Level,10340.6669,12/10/2022 15:56,,
11/10/2022 15:00,11/10/2022,LNG Stock Level,10811.9203,11/10/2022 15:56,,
10/10/2022 15:38,10/10/2022,LNG Stock Level,9695.1723,10/10/2022 15:56,,
09/10/2022 15:00,09/10/2022,LNG Stock Level,9036.5967,09/10/2022 15:56,,
08/10/2022 15:00,08/10/2022,LNG Stock Level,8663.7184,08/10/2022 15:56,,
07/10/2022 15:00,07/10/2022,LNG Stock Level,9543.6989,07/10/2022 15:56,,
06/10/2022 15:00,06/10/2022,LNG Stock Level,9822.0306,06/10/2022 15:56,,
05/10/2022 15:00,05/10/2022,LNG Stock Level,10344.8571,05/10/2022 15:56,,
04/10/2022 15:00,04/10/2022,LNG Stock Level,11061.1209,04/10/2022 15:56,,
03/10/2022 15:00,03/10/2022,LNG Stock Level,10938.9165,03/10/2022 15:56,,
02/10/2022 15:00,02/10/2022,LNG Stock Level,10335.862,02/10/2022 15:56,,
01/10/2022 15:00,01/10/2022,LNG Stock Level,9724.3063,01/10/2022 15:56,,
30/09/2022 15:00,30/09/2022,LNG Stock Level,7908.071,30/09/2022 15:56,,
29/09/2022 15:00,29/09/2022,LNG Stock Level,7282.9366,29/09/2022 15:56,,
28/09/2022 15:00,28/09/2022,LNG Stock Level,7775.6096,28/09/2022 15:56,,
27/09/2022 15:00,27/09/2022,LNG Stock Level,7476.186,27/09/2022 15:56,,
26/09/2022 15:00,26/09/2022,LNG Stock Level,8492.3494,26/09/2022 15:56,,
25/09/2022 15:00,25/09/2022,LNG Stock Level,8327.2248,25/09/2022 15:56,,
24/09/2022 15:00,24/09/2022,LNG Stock Level,7733.9817,24/09/2022 15:56,,
23/09/2022 15:00,23/09/2022,LNG Stock Level,8005.6096,23/09/2022 15:56,,
22/09/2022 15:00,22/09/2022,LNG Stock Level,7114.2489,22/09/2022 15:56,,
21/09/2022 15:00,21/09/2022,LNG Stock Level,6782.3677,21/09/2022 15:56,,
20/09/2022 15:00,20/09/2022,LNG Stock Level,7555.9381,20/09/2022 15:56,,
19/09/2022 15:00,19/09/2022,LNG Stock Level,7513.5542,19/09/2022 15:56,,
18/09/2022 15:00,18/09/2022,LNG Stock Level,7793.6389,18/09/2022 15:56,,
17/09/2022 15:00,17/09/2022,LNG Stock Level,8352.1824,17/09/2022 15:56,,
16/09/2022 15:00,16/09/2022,LNG Stock Level,8932.5479,16/09/2022 15:56,,
15/09/2022 15:00,15/09/2022,LNG Stock Level,9572.2732,15/09/2022 15:56,,
14/09/2022 15:00,14/09/2022,LNG Stock Level,10184.3564,14/09/2022 15:56,,
13/09/2022 15:00,13/09/2022,LNG Stock Level,10780.3939,13/09/2022 15:56,,
12/09/2022 15:00,12/09/2022,LNG Stock Level,10052.7272,12/09/2022 15:56,,
11/09/2022 15:00,11/09/2022,LNG Stock Level,9670.8927,11/09/2022 15:56,,
10/09/2022 15:00,10/09/2022,LNG Stock Level,9785.1097,10/09/2022 15:56,,
09/09/2022 15:00,09/09/2022,LNG Stock Level,8375.9242,09/09/2022 15:56,,
08/09/2022 15:00,08/09/2022,LNG Stock Level,8253.2575,08/09/2022 15:56,,
07/09/2022 15:00,07/09/2022,LNG Stock Level,8471.2551,07/09/2022 15:56,,
06/09/2022 15:00,06/09/2022,LNG Stock Level,9009.4292,06/09/2022 15:56,,
05/09/2022 15:00,05/09/2022,LNG Stock Level,8788.58,05/09/2022 15:56,,
04/09/2022 15:00,04/09/2022,LNG Stock Level,9088.5525,04/09/2022 15:56,,
03/09/2022 15:00,03/09/2022,LNG Stock Level,9210.827,03/09/2022 15:56,,
02/09/2022 15:00,02/09/2022,LNG Stock Level,8110.6173,02/09/2022 15:56,,
01/09/2022 15:00,01/09/2022,LNG Stock Level,8646.7486,01/09/2022 15:56,,
31/08/2022 15:00,31/08/2022,LNG Stock Level,9177.8598,31/08/2022 15:56,,
30/08/2022 15:00,30/08/2022,LNG Stock Level,7294.0319,30/08/2022 15:56,,
29/08/2022 15:00,29/08/2022,LNG Stock Level,7743.4811,29/08/2022 15:56,,
28/08/2022 15:00,28/08/2022,LNG Stock Level,8219.4868,28/08/2022 15:56,,
27/08/2022 15:00,27/08/2022,LNG Stock Level,8697.7759,27/08/2022 15:56,,
26/08/2022 15:00,26/08/2022,LNG Stock Level,9292.7971,26/08/2022 15:56,,
25/08/2022 15:00,25/08/2022,LNG Stock Level,9786.0027,25/08/2022 15:56,,
