"Time (CET/CEST)","BZN|BE > BZN|GB [MW]","BZN|GB > BZN|BE [MW]"
"29.03.2022 20:45 - 29.03.2022 21:00","480","0"
"29.03.2022 21:00 - 29.03.2022 21:15","939","0"
"29.03.2022 21:15 - 29.03.2022 21:30","959","0"
"29.03.2022 21:30 - 29.03.2022 21:45","959","0"
"29.03.2022 21:45 - 29.03.2022 22:00","923","0"
"29.03.2022 22:00 - 29.03.2022 22:15","332","0"
"29.03.2022 22:15 - 29.03.2022 22:30","297","0"
"29.03.2022 22:30 - 29.03.2022 22:45","297","0"
"29.03.2022 22:45 - 29.03.2022 23:00","297","0"
"29.03.2022 23:00 - 29.03.2022 23:15","252","0"
"29.03.2022 23:15 - 29.03.2022 23:30","251","0"
"29.03.2022 23:30 - 29.03.2022 23:45","252","0"
"29.03.2022 23:45 - 30.03.2022 00:00","268","0"
"30.03.2022 00:00 - 30.03.2022 00:15","677","0"
"30.03.2022 00:15 - 30.03.2022 00:30","692","0"
"30.03.2022 00:30 - 30.03.2022 00:45","692","0"
"30.03.2022 00:45 - 30.03.2022 01:00","691","0"
"30.03.2022 01:00 - 30.03.2022 01:15","604","0"
"30.03.2022 01:15 - 30.03.2022 01:30","603","0"
"30.03.2022 01:30 - 30.03.2022 01:45","604","0"
"30.03.2022 01:45 - 30.03.2022 02:00","608","0"
"30.03.2022 02:00 - 30.03.2022 02:15","839","0"
"30.03.2022 02:15 - 30.03.2022 02:30","843","0"
"30.03.2022 02:30 - 30.03.2022 02:45","843","0"
"30.03.2022 02:45 - 30.03.2022 03:00","845","0"
"30.03.2022 03:00 - 30.03.2022 03:15","989","0"
"30.03.2022 03:15 - 30.03.2022 03:30","991","0"
"30.03.2022 03:30 - 30.03.2022 03:45","991","0"
"30.03.2022 03:45 - 30.03.2022 04:00","991","0"
"30.03.2022 04:00 - 30.03.2022 04:15","947","0"
"30.03.2022 04:15 - 30.03.2022 04:30","947","0"
"30.03.2022 04:30 - 30.03.2022 04:45","947","0"
"30.03.2022 04:45 - 30.03.2022 05:00","944","0"
"30.03.2022 05:00 - 30.03.2022 05:15","777","0"
"30.03.2022 05:15 - 30.03.2022 05:30","774","0"
"30.03.2022 05:30 - 30.03.2022 05:45","774","0"
"30.03.2022 05:45 - 30.03.2022 06:00","763","0"
"30.03.2022 06:00 - 30.03.2022 06:15","411","0"
"30.03.2022 06:15 - 30.03.2022 06:30","400","0"
"30.03.2022 06:30 - 30.03.2022 06:45","400","0"
"30.03.2022 06:45 - 30.03.2022 07:00","366","0"
"30.03.2022 07:00 - 30.03.2022 07:15","0","204"
"30.03.2022 07:15 - 30.03.2022 07:30","0","236"
"30.03.2022 07:30 - 30.03.2022 07:45","0","236"
"30.03.2022 07:45 - 30.03.2022 08:00","0","233"
"30.03.2022 08:00 - 30.03.2022 08:15","0","57"
"30.03.2022 08:15 - 30.03.2022 08:30","0","55"
"30.03.2022 08:30 - 30.03.2022 08:45","0","55"
"30.03.2022 08:45 - 30.03.2022 09:00","0","7"
"30.03.2022 09:00 - 30.03.2022 09:15","660","0"
"30.03.2022 09:15 - 30.03.2022 09:30","707","0"
"30.03.2022 09:30 - 30.03.2022 09:45","707","0"
"30.03.2022 09:45 - 30.03.2022 10:00","714","0"
"30.03.2022 10:00 - 30.03.2022 10:15","1005","0"
"30.03.2022 10:15 - 30.03.2022 10:30","1013","0"
"30.03.2022 10:30 - 30.03.2022 10:45","1013","0"
"30.03.2022 10:45 - 30.03.2022 11:00","1013","0"
"30.03.2022 11:00 - 30.03.2022 11:15","1016","0"
"30.03.2022 11:15 - 30.03.2022 11:30","1016","0"
"30.03.2022 11:30 - 30.03.2022 11:45","1016","0"
"30.03.2022 11:45 - 30.03.2022 12:00","1016","0"
"30.03.2022 12:00 - 30.03.2022 12:15","1022","0"
"30.03.2022 12:15 - 30.03.2022 12:30","1022","0"
"30.03.2022 12:30 - 30.03.2022 12:45","1022","0"
"30.03.2022 12:45 - 30.03.2022 13:00","1022","0"
"30.03.2022 13:00 - 30.03.2022 13:15","1022","0"
"30.03.2022 13:15 - 30.03.2022 13:30","1023","0"
"30.03.2022 13:30 - 30.03.2022 13:45","1023","0"
"30.03.2022 13:45 - 30.03.2022 14:00","1022","0"
"30.03.2022 14:00 - 30.03.2022 14:15","1023","0"
"30.03.2022 14:15 - 30.03.2022 14:30","1023","0"
"30.03.2022 14:30 - 30.03.2022 14:45","1022","0"
"30.03.2022 14:45 - 30.03.2022 15:00","1022","0"
"30.03.2022 15:00 - 30.03.2022 15:15","1012","0"
"30.03.2022 15:15 - 30.03.2022 15:30","1012","0"
"30.03.2022 15:30 - 30.03.2022 15:45","1012","0"
"30.03.2022 15:45 - 30.03.2022 16:00","1007","0"
"30.03.2022 16:00 - 30.03.2022 16:15","764","0"
"30.03.2022 16:15 - 30.03.2022 16:30","759","0"
"30.03.2022 16:30 - 30.03.2022 16:45","759","0"
"30.03.2022 16:45 - 30.03.2022 17:00","754","0"
"30.03.2022 17:00 - 30.03.2022 17:15","505","0"
"30.03.2022 17:15 - 30.03.2022 17:30","500","0"
"30.03.2022 17:30 - 30.03.2022 17:45","500","0"
"30.03.2022 17:45 - 30.03.2022 18:00","506","0"
"30.03.2022 18:00 - 30.03.2022 18:15","779","0"
"30.03.2022 18:15 - 30.03.2022 18:30","786","0"
"30.03.2022 18:30 - 30.03.2022 18:45","786","0"
"30.03.2022 18:45 - 30.03.2022 19:00","784","0"
"30.03.2022 19:00 - 30.03.2022 19:15","639","0"
"30.03.2022 19:15 - 30.03.2022 19:30","638","0"
"30.03.2022 19:30 - 30.03.2022 19:45","638","0"
"30.03.2022 19:45 - 30.03.2022 20:00","634","0"
"30.03.2022 20:00 - 30.03.2022 20:15","422","0"
"30.03.2022 20:15 - 30.03.2022 20:30","418","0"
"30.03.2022 20:30 - 30.03.2022 20:45","418","0"
"30.03.2022 20:45 - 30.03.2022 21:00","440","0"
"30.03.2022 21:00 - 30.03.2022 21:15","915","0"
"30.03.2022 21:15 - 30.03.2022 21:30","936","0"
"30.03.2022 21:30 - 30.03.2022 21:45","936","0"
"30.03.2022 21:45 - 30.03.2022 22:00","921","0"
"30.03.2022 22:00 - 30.03.2022 22:15","513","0"
"30.03.2022 22:15 - 30.03.2022 22:30","498","0"
"30.03.2022 22:30 - 30.03.2022 22:45","498","0"
"30.03.2022 22:45 - 30.03.2022 23:00","498","0"
"30.03.2022 23:00 - 30.03.2022 23:15","593","0"
"30.03.2022 23:15 - 30.03.2022 23:30","594","0"
"30.03.2022 23:30 - 30.03.2022 23:45","594","0"
"30.03.2022 23:45 - 31.03.2022 00:00","594","0"
"31.03.2022 00:00 - 31.03.2022 00:15","616","0"
"31.03.2022 00:15 - 31.03.2022 00:30","616","0"
"31.03.2022 00:30 - 31.03.2022 00:45","616","0"
"31.03.2022 00:45 - 31.03.2022 01:00","616","0"
"31.03.2022 01:00 - 31.03.2022 01:15","575","0"
"31.03.2022 01:15 - 31.03.2022 01:30","575","0"
"31.03.2022 01:30 - 31.03.2022 01:45","575","0"
"31.03.2022 01:45 - 31.03.2022 02:00","586","0"
"31.03.2022 02:00 - 31.03.2022 02:15","921","0"
"31.03.2022 02:15 - 31.03.2022 02:30","931","0"
"31.03.2022 02:30 - 31.03.2022 02:45","931","0"
"31.03.2022 02:45 - 31.03.2022 03:00","931","0"
"31.03.2022 03:00 - 31.03.2022 03:15","972","0"
"31.03.2022 03:15 - 31.03.2022 03:30","972","0"
"31.03.2022 03:30 - 31.03.2022 03:45","972","0"
"31.03.2022 03:45 - 31.03.2022 04:00","973","0"
"31.03.2022 04:00 - 31.03.2022 04:15","1023","0"
"31.03.2022 04:15 - 31.03.2022 04:30","1023","0"
"31.03.2022 04:30 - 31.03.2022 04:45","1023","0"
"31.03.2022 04:45 - 31.03.2022 05:00","1023","0"
"31.03.2022 05:00 - 31.03.2022 05:15","973","0"
"31.03.2022 05:15 - 31.03.2022 05:30","973","0"
"31.03.2022 05:30 - 31.03.2022 05:45","973","0"
"31.03.2022 05:45 - 31.03.2022 06:00","964","0"
"31.03.2022 06:00 - 31.03.2022 06:15","650","0"
"31.03.2022 06:15 - 31.03.2022 06:30","642","0"
"31.03.2022 06:30 - 31.03.2022 06:45","642","0"
"31.03.2022 06:45 - 31.03.2022 07:00","577","0"
"31.03.2022 07:00 - 31.03.2022 07:15","0","178"
"31.03.2022 07:15 - 31.03.2022 07:30","0","240"
"31.03.2022 07:30 - 31.03.2022 07:45","0","240"
"31.03.2022 07:45 - 31.03.2022 08:00","0","138"
"31.03.2022 08:00 - 31.03.2022 08:15","776","0"
"31.03.2022 08:15 - 31.03.2022 08:30","878","0"
"31.03.2022 08:30 - 31.03.2022 08:45","878","0"
"31.03.2022 08:45 - 31.03.2022 09:00","878","0"
"31.03.2022 09:00 - 31.03.2022 09:15","796","0"
"31.03.2022 09:15 - 31.03.2022 09:30","795","0"
"31.03.2022 09:30 - 31.03.2022 09:45","795","0"
"31.03.2022 09:45 - 31.03.2022 10:00","795","0"
"31.03.2022 10:00 - 31.03.2022 10:15","723","0"
"31.03.2022 10:15 - 31.03.2022 10:30","723","0"
"31.03.2022 10:30 - 31.03.2022 10:45","723","0"
"31.03.2022 10:45 - 31.03.2022 11:00","714","0"
"31.03.2022 11:00 - 31.03.2022 11:15","393","0"
"31.03.2022 11:15 - 31.03.2022 11:30","384","0"
"31.03.2022 11:30 - 31.03.2022 11:45","384","0"
"31.03.2022 11:45 - 31.03.2022 12:00","382","0"
"31.03.2022 12:00 - 31.03.2022 12:15","249","0"
"31.03.2022 12:15 - 31.03.2022 12:30","247","0"
"31.03.2022 12:30 - 31.03.2022 12:45","247","0"
"31.03.2022 12:45 - 31.03.2022 13:00","250","0"
"31.03.2022 13:00 - 31.03.2022 13:15","407","0"
"31.03.2022 13:15 - 31.03.2022 13:30","409","0"
"31.03.2022 13:30 - 31.03.2022 13:45","409","0"
"31.03.2022 13:45 - 31.03.2022 14:00","424","0"
"31.03.2022 14:00 - 31.03.2022 14:15","818","0"
"31.03.2022 14:15 - 31.03.2022 14:30","832","0"
"31.03.2022 14:30 - 31.03.2022 14:45","832","0"
"31.03.2022 14:45 - 31.03.2022 15:00","835","0"
"31.03.2022 15:00 - 31.03.2022 15:15","1020","0"
"31.03.2022 15:15 - 31.03.2022 15:30","1023","0"
"31.03.2022 15:30 - 31.03.2022 15:45","1023","0"
"31.03.2022 15:45 - 31.03.2022 16:00","1023","0"
"31.03.2022 16:00 - 31.03.2022 16:15","1022","0"
"31.03.2022 16:15 - 31.03.2022 16:30","1022","0"
"31.03.2022 16:30 - 31.03.2022 16:45","1022","0"
"31.03.2022 16:45 - 31.03.2022 17:00","1022","0"
"31.03.2022 17:00 - 31.03.2022 17:15","1023","0"
"31.03.2022 17:15 - 31.03.2022 17:30","1023","0"
"31.03.2022 17:30 - 31.03.2022 17:45","1023","0"
"31.03.2022 17:45 - 31.03.2022 18:00","1023","0"
"31.03.2022 18:00 - 31.03.2022 18:15","1044","0"
"31.03.2022 18:15 - 31.03.2022 18:30","1044","0"
"31.03.2022 18:30 - 31.03.2022 18:45","1044","0"
"31.03.2022 18:45 - 31.03.2022 19:00","1044","0"
"31.03.2022 19:00 - 31.03.2022 19:15","1044","0"
"31.03.2022 19:15 - 31.03.2022 19:30","1044","0"
"31.03.2022 19:30 - 31.03.2022 19:45","1044","0"
"31.03.2022 19:45 - 31.03.2022 20:00","1044","0"
"31.03.2022 20:00 - 31.03.2022 20:15","1044","0"
"31.03.2022 20:15 - 31.03.2022 20:30","1044","0"
"31.03.2022 20:30 - 31.03.2022 20:45","1044","0"
"31.03.2022 20:45 - 31.03.2022 21:00","1044","0"
"31.03.2022 21:00 - 31.03.2022 21:15","1044","0"
"31.03.2022 21:15 - 31.03.2022 21:30","1044","0"
"31.03.2022 21:30 - 31.03.2022 21:45","1044","0"
"31.03.2022 21:45 - 31.03.2022 22:00","1044","0"
"31.03.2022 22:00 - 31.03.2022 22:15","1023","0"
"31.03.2022 22:15 - 31.03.2022 22:30","1022","0"
"31.03.2022 22:30 - 31.03.2022 22:45","1023","0"
"31.03.2022 22:45 - 31.03.2022 23:00","1023","0"
"31.03.2022 23:00 - 31.03.2022 23:15","1023","0"
"31.03.2022 23:15 - 31.03.2022 23:30","1023","0"
"31.03.2022 23:30 - 31.03.2022 23:45","1023","0"
"31.03.2022 23:45 - 01.04.2022 00:00","1023","0"
"01.04.2022 00:00 - 01.04.2022 00:15","1023","0"
"01.04.2022 00:15 - 01.04.2022 00:30","1023","0"
"01.04.2022 00:30 - 01.04.2022 00:45","1023","0"
"01.04.2022 00:45 - 01.04.2022 01:00","1023","0"
"01.04.2022 01:00 - 01.04.2022 01:15","1024","0"
"01.04.2022 01:15 - 01.04.2022 01:30","1023","0"
"01.04.2022 01:30 - 01.04.2022 01:45","1023","0"
"01.04.2022 01:45 - 01.04.2022 02:00","1024","0"
"01.04.2022 02:00 - 01.04.2022 02:15","1023","0"
"01.04.2022 02:15 - 01.04.2022 02:30","1023","0"
"01.04.2022 02:30 - 01.04.2022 02:45","1023","0"
"01.04.2022 02:45 - 01.04.2022 03:00","1023","0"
"01.04.2022 03:00 - 01.04.2022 03:15","1023","0"
"01.04.2022 03:15 - 01.04.2022 03:30","1023","0"
"01.04.2022 03:30 - 01.04.2022 03:45","1023","0"
"01.04.2022 03:45 - 01.04.2022 04:00","1023","0"
"01.04.2022 04:00 - 01.04.2022 04:15","932","0"
"01.04.2022 04:15 - 01.04.2022 04:30","931","0"
"01.04.2022 04:30 - 01.04.2022 04:45","931","0"
"01.04.2022 04:45 - 01.04.2022 05:00","932","0"
"01.04.2022 05:00 - 01.04.2022 05:15","1019","0"
"01.04.2022 05:15 - 01.04.2022 05:30","1019","0"
"01.04.2022 05:30 - 01.04.2022 05:45","1019","0"
"01.04.2022 05:45 - 01.04.2022 06:00","1019","0"
"01.04.2022 06:00 - 01.04.2022 06:15","991","0"
"01.04.2022 06:15 - 01.04.2022 06:30","991","0"
"01.04.2022 06:30 - 01.04.2022 06:45","991","0"
"01.04.2022 06:45 - 01.04.2022 07:00","991","0"
"01.04.2022 07:00 - 01.04.2022 07:15","1011","0"
"01.04.2022 07:15 - 01.04.2022 07:30","1011","0"
"01.04.2022 07:30 - 01.04.2022 07:45","1011","0"
"01.04.2022 07:45 - 01.04.2022 08:00","1011","0"
"01.04.2022 08:00 - 01.04.2022 08:15","995","0"
"01.04.2022 08:15 - 01.04.2022 08:30","995","0"
"01.04.2022 08:30 - 01.04.2022 08:45","995","0"
"01.04.2022 08:45 - 01.04.2022 09:00","937","0"
"01.04.2022 09:00 - 01.04.2022 09:15","211","0"
"01.04.2022 09:15 - 01.04.2022 09:30","154","0"
"01.04.2022 09:30 - 01.04.2022 09:45","154","0"
"01.04.2022 09:45 - 01.04.2022 10:00","178","0"
"01.04.2022 10:00 - 01.04.2022 10:15","667","0"
"01.04.2022 10:15 - 01.04.2022 10:30","690","0"
"01.04.2022 10:30 - 01.04.2022 10:45","690","0"
"01.04.2022 10:45 - 01.04.2022 11:00","690","0"
"01.04.2022 11:00 - 01.04.2022 11:15","638","0"
"01.04.2022 11:15 - 01.04.2022 11:30","638","0"
"01.04.2022 11:30 - 01.04.2022 11:45","638","0"
"01.04.2022 11:45 - 01.04.2022 12:00","624","0"
"01.04.2022 12:00 - 01.04.2022 12:15","244","0"
"01.04.2022 12:15 - 01.04.2022 12:30","231","0"
"01.04.2022 12:30 - 01.04.2022 12:45","231","0"
"01.04.2022 12:45 - 01.04.2022 13:00","231","0"
"01.04.2022 13:00 - 01.04.2022 13:15","267","0"
"01.04.2022 13:15 - 01.04.2022 13:30","268","0"
"01.04.2022 13:30 - 01.04.2022 13:45","268","0"
"01.04.2022 13:45 - 01.04.2022 14:00","270","0"
"01.04.2022 14:00 - 01.04.2022 14:15","424","0"
"01.04.2022 14:15 - 01.04.2022 14:30","426","0"
"01.04.2022 14:30 - 01.04.2022 14:45","426","0"
"01.04.2022 14:45 - 01.04.2022 15:00","427","0"
"01.04.2022 15:00 - 01.04.2022 15:15","509","0"
"01.04.2022 15:15 - 01.04.2022 15:30","510","0"
"01.04.2022 15:30 - 01.04.2022 15:45","510","0"
"01.04.2022 15:45 - 01.04.2022 16:00","510","0"
"01.04.2022 16:00 - 01.04.2022 16:15","481","0"
"01.04.2022 16:15 - 01.04.2022 16:30","481","0"
"01.04.2022 16:30 - 01.04.2022 16:45","481","0"
"01.04.2022 16:45 - 01.04.2022 17:00","480","0"
"01.04.2022 17:00 - 01.04.2022 17:15","359","0"
"01.04.2022 17:15 - 01.04.2022 17:30","358","0"
"01.04.2022 17:30 - 01.04.2022 17:45","358","0"
"01.04.2022 17:45 - 01.04.2022 18:00","369","0"
"01.04.2022 18:00 - 01.04.2022 18:15","715","0"
"01.04.2022 18:15 - 01.04.2022 18:30","726","0"
"01.04.2022 18:30 - 01.04.2022 18:45","726","0"
"01.04.2022 18:45 - 01.04.2022 19:00","729","0"
"01.04.2022 19:00 - 01.04.2022 19:15","928","0"
"01.04.2022 19:15 - 01.04.2022 19:30","931","0"
"01.04.2022 19:30 - 01.04.2022 19:45","931","0"
"01.04.2022 19:45 - 01.04.2022 20:00","932","0"
"01.04.2022 20:00 - 01.04.2022 20:15","1043","0"
"01.04.2022 20:15 - 01.04.2022 20:30","1044","0"
"01.04.2022 20:30 - 01.04.2022 20:45","1044","0"
"01.04.2022 20:45 - 01.04.2022 21:00","1044","0"
"01.04.2022 21:00 - 01.04.2022 21:15","1044","0"
"01.04.2022 21:15 - 01.04.2022 21:30","1044","0"
"01.04.2022 21:30 - 01.04.2022 21:45","1044","0"
"01.04.2022 21:45 - 01.04.2022 22:00","1044","0"
"01.04.2022 22:00 - 01.04.2022 22:15","1023","0"
"01.04.2022 22:15 - 01.04.2022 22:30","1023","0"
"01.04.2022 22:30 - 01.04.2022 22:45","1023","0"
"01.04.2022 22:45 - 01.04.2022 23:00","1023","0"
"01.04.2022 23:00 - 01.04.2022 23:15","1023","0"
"01.04.2022 23:15 - 01.04.2022 23:30","1023","0"
"01.04.2022 23:30 - 01.04.2022 23:45","1023","0"
"01.04.2022 23:45 - 02.04.2022 00:00","1024","0"
"02.04.2022 00:00 - 02.04.2022 00:15","1023","0"
"02.04.2022 00:15 - 02.04.2022 00:30","1023","0"
"02.04.2022 00:30 - 02.04.2022 00:45","1023","0"
"02.04.2022 00:45 - 02.04.2022 01:00","1023","0"
"02.04.2022 01:00 - 02.04.2022 01:15","1023","0"
"02.04.2022 01:15 - 02.04.2022 01:30","1023","0"
"02.04.2022 01:30 - 02.04.2022 01:45","1023","0"
"02.04.2022 01:45 - 02.04.2022 02:00","1023","0"
"02.04.2022 02:00 - 02.04.2022 02:15","1023","0"
"02.04.2022 02:15 - 02.04.2022 02:30","1023","0"
"02.04.2022 02:30 - 02.04.2022 02:45","1023","0"
"02.04.2022 02:45 - 02.04.2022 03:00","1023","0"
"02.04.2022 03:00 - 02.04.2022 03:15","1023","0"
"02.04.2022 03:15 - 02.04.2022 03:30","1023","0"
"02.04.2022 03:30 - 02.04.2022 03:45","1023","0"
"02.04.2022 03:45 - 02.04.2022 04:00","1023","0"
"02.04.2022 04:00 - 02.04.2022 04:15","1023","0"
"02.04.2022 04:15 - 02.04.2022 04:30","1023","0"
"02.04.2022 04:30 - 02.04.2022 04:45","1023","0"
"02.04.2022 04:45 - 02.04.2022 05:00","1023","0"
"02.04.2022 05:00 - 02.04.2022 05:15","1023","0"
"02.04.2022 05:15 - 02.04.2022 05:30","1023","0"
"02.04.2022 05:30 - 02.04.2022 05:45","1023","0"
"02.04.2022 05:45 - 02.04.2022 06:00","1023","0"
"02.04.2022 06:00 - 02.04.2022 06:15","1023","0"
"02.04.2022 06:15 - 02.04.2022 06:30","1023","0"
"02.04.2022 06:30 - 02.04.2022 06:45","1023","0"
"02.04.2022 06:45 - 02.04.2022 07:00","1023","0"
"02.04.2022 07:00 - 02.04.2022 07:15","1023","0"
"02.04.2022 07:15 - 02.04.2022 07:30","1023","0"
"02.04.2022 07:30 - 02.04.2022 07:45","1023","0"
"02.04.2022 07:45 - 02.04.2022 08:00","1023","0"
"02.04.2022 08:00 - 02.04.2022 08:15","1024","0"
"02.04.2022 08:15 - 02.04.2022 08:30","1023","0"
"02.04.2022 08:30 - 02.04.2022 08:45","1023","0"
"02.04.2022 08:45 - 02.04.2022 09:00","1023","0"
"02.04.2022 09:00 - 02.04.2022 09:15","1023","0"
"02.04.2022 09:15 - 02.04.2022 09:30","1023","0"
"02.04.2022 09:30 - 02.04.2022 09:45","1023","0"
"02.04.2022 09:45 - 02.04.2022 10:00","1023","0"
"02.04.2022 10:00 - 02.04.2022 10:15","1023","0"
"02.04.2022 10:15 - 02.04.2022 10:30","1023","0"
"02.04.2022 10:30 - 02.04.2022 10:45","1023","0"
"02.04.2022 10:45 - 02.04.2022 11:00","1023","0"
"02.04.2022 11:00 - 02.04.2022 11:15","1023","0"
"02.04.2022 11:15 - 02.04.2022 11:30","1023","0"
"02.04.2022 11:30 - 02.04.2022 11:45","1023","0"
"02.04.2022 11:45 - 02.04.2022 12:00","1023","0"
"02.04.2022 12:00 - 02.04.2022 12:15","1023","0"
"02.04.2022 12:15 - 02.04.2022 12:30","1023","0"
"02.04.2022 12:30 - 02.04.2022 12:45","1023","0"
"02.04.2022 12:45 - 02.04.2022 13:00","1023","0"
"02.04.2022 13:00 - 02.04.2022 13:15","1023","0"
"02.04.2022 13:15 - 02.04.2022 13:30","1023","0"
"02.04.2022 13:30 - 02.04.2022 13:45","1023","0"
"02.04.2022 13:45 - 02.04.2022 14:00","1023","0"
"02.04.2022 14:00 - 02.04.2022 14:15","1023","0"
"02.04.2022 14:15 - 02.04.2022 14:30","1023","0"
"02.04.2022 14:30 - 02.04.2022 14:45","1023","0"
"02.04.2022 14:45 - 02.04.2022 15:00","1023","0"
"02.04.2022 15:00 - 02.04.2022 15:15","1023","0"
"02.04.2022 15:15 - 02.04.2022 15:30","1023","0"
"02.04.2022 15:30 - 02.04.2022 15:45","1023","0"
"02.04.2022 15:45 - 02.04.2022 16:00","1022","0"
"02.04.2022 16:00 - 02.04.2022 16:15","1023","0"
"02.04.2022 16:15 - 02.04.2022 16:30","1023","0"
"02.04.2022 16:30 - 02.04.2022 16:45","1023","0"
"02.04.2022 16:45 - 02.04.2022 17:00","1023","0"
"02.04.2022 17:00 - 02.04.2022 17:15","1044","0"
"02.04.2022 17:15 - 02.04.2022 17:30","1044","0"
"02.04.2022 17:30 - 02.04.2022 17:45","1044","0"
"02.04.2022 17:45 - 02.04.2022 18:00","1044","0"
"02.04.2022 18:00 - 02.04.2022 18:15","1044","0"
"02.04.2022 18:15 - 02.04.2022 18:30","1044","0"
"02.04.2022 18:30 - 02.04.2022 18:45","1044","0"
"02.04.2022 18:45 - 02.04.2022 19:00","1044","0"
"02.04.2022 19:00 - 02.04.2022 19:15","1044","0"
"02.04.2022 19:15 - 02.04.2022 19:30","1044","0"
"02.04.2022 19:30 - 02.04.2022 19:45","1044","0"
"02.04.2022 19:45 - 02.04.2022 20:00","1044","0"
"02.04.2022 20:00 - 02.04.2022 20:15","1044","0"
"02.04.2022 20:15 - 02.04.2022 20:30","1044","0"
"02.04.2022 20:30 - 02.04.2022 20:45","1044","0"
"02.04.2022 20:45 - 02.04.2022 21:00","1044","0"
"02.04.2022 21:00 - 02.04.2022 21:15","1039","0"
"02.04.2022 21:15 - 02.04.2022 21:30","1039","0"
"02.04.2022 21:30 - 02.04.2022 21:45","1039","0"
"02.04.2022 21:45 - 02.04.2022 22:00","1039","0"
"02.04.2022 22:00 - 02.04.2022 22:15","1023","0"
"02.04.2022 22:15 - 02.04.2022 22:30","1024","0"
"02.04.2022 22:30 - 02.04.2022 22:45","1024","0"
"02.04.2022 22:45 - 02.04.2022 23:00","1023","0"
"02.04.2022 23:00 - 02.04.2022 23:15","956","0"
"02.04.2022 23:15 - 02.04.2022 23:30","956","0"
"02.04.2022 23:30 - 02.04.2022 23:45","956","0"
"02.04.2022 23:45 - 03.04.2022 00:00","957","0"
"03.04.2022 00:00 - 03.04.2022 00:15","1022","0"
"03.04.2022 00:15 - 03.04.2022 00:30","1022","0"
"03.04.2022 00:30 - 03.04.2022 00:45","1022","0"
"03.04.2022 00:45 - 03.04.2022 01:00","1022","0"
"03.04.2022 01:00 - 03.04.2022 01:15","1022","0"
"03.04.2022 01:15 - 03.04.2022 01:30","1022","0"
"03.04.2022 01:30 - 03.04.2022 01:45","1022","0"
"03.04.2022 01:45 - 03.04.2022 02:00","1022","0"
"03.04.2022 02:00 - 03.04.2022 02:15","1023","0"
"03.04.2022 02:15 - 03.04.2022 02:30","1023","0"
"03.04.2022 02:30 - 03.04.2022 02:45","1023","0"
"03.04.2022 02:45 - 03.04.2022 03:00","1022","0"
"03.04.2022 03:00 - 03.04.2022 03:15","887","0"
"03.04.2022 03:15 - 03.04.2022 03:30","886","0"
"03.04.2022 03:30 - 03.04.2022 03:45","886","0"
"03.04.2022 03:45 - 03.04.2022 04:00","884","0"
"03.04.2022 04:00 - 03.04.2022 04:15","737","0"
"03.04.2022 04:15 - 03.04.2022 04:30","735","0"
"03.04.2022 04:30 - 03.04.2022 04:45","735","0"
"03.04.2022 04:45 - 03.04.2022 05:00","736","0"
"03.04.2022 05:00 - 03.04.2022 05:15","852","0"
"03.04.2022 05:15 - 03.04.2022 05:30","853","0"
"03.04.2022 05:30 - 03.04.2022 05:45","853","0"
"03.04.2022 05:45 - 03.04.2022 06:00","842","0"
"03.04.2022 06:00 - 03.04.2022 06:15","508","0"
"03.04.2022 06:15 - 03.04.2022 06:30","499","0"
"03.04.2022 06:30 - 03.04.2022 06:45","499","0"
"03.04.2022 06:45 - 03.04.2022 07:00","504","0"
"03.04.2022 07:00 - 03.04.2022 07:15","744","0"
"03.04.2022 07:15 - 03.04.2022 07:30","749","0"
"03.04.2022 07:30 - 03.04.2022 07:45","749","0"
"03.04.2022 07:45 - 03.04.2022 08:00","748","0"
"03.04.2022 08:00 - 03.04.2022 08:15","695","0"
"03.04.2022 08:15 - 03.04.2022 08:30","695","0"
"03.04.2022 08:30 - 03.04.2022 08:45","695","0"
"03.04.2022 08:45 - 03.04.2022 09:00","704","0"
"03.04.2022 09:00 - 03.04.2022 09:15","1014","0"
"03.04.2022 09:15 - 03.04.2022 09:30","1022","0"
"03.04.2022 09:30 - 03.04.2022 09:45","1022","0"
"03.04.2022 09:45 - 03.04.2022 10:00","1020","0"
"03.04.2022 10:00 - 03.04.2022 10:15","864","0"
"03.04.2022 10:15 - 03.04.2022 10:30","862","0"
"03.04.2022 10:30 - 03.04.2022 10:45","862","0"
"03.04.2022 10:45 - 03.04.2022 11:00","862","0"
"03.04.2022 11:00 - 03.04.2022 11:15","895","0"
"03.04.2022 11:15 - 03.04.2022 11:30","895","0"
"03.04.2022 11:30 - 03.04.2022 11:45","895","0"
"03.04.2022 11:45 - 03.04.2022 12:00","896","0"
"03.04.2022 12:00 - 03.04.2022 12:15","1022","0"
"03.04.2022 12:15 - 03.04.2022 12:30","1023","0"
"03.04.2022 12:30 - 03.04.2022 12:45","1023","0"
"03.04.2022 12:45 - 03.04.2022 13:00","1021","0"
"03.04.2022 13:00 - 03.04.2022 13:15","851","0"
"03.04.2022 13:15 - 03.04.2022 13:30","849","0"
"03.04.2022 13:30 - 03.04.2022 13:45","849","0"
"03.04.2022 13:45 - 03.04.2022 14:00","849","0"
"03.04.2022 14:00 - 03.04.2022 14:15","820","0"
"03.04.2022 14:15 - 03.04.2022 14:30","820","0"
"03.04.2022 14:30 - 03.04.2022 14:45","820","0"
"03.04.2022 14:45 - 03.04.2022 15:00","820","0"
